wave,flux
2999.8370,-2.6096635e-15
3000.2873,1.3204415e-15
3000.7376,-2.0477029e-15
3001.1880,-3.2814224e-15
3001.6385,-9.1109113e-15
3002.0891,-5.9200945e-15
3002.5397,-9.6705941e-16
3002.9904,1.3542275e-14
3003.4412,2.3586639e-14
3003.8920,3.4217928e-14
3004.3429,3.3798192e-14
3004.7938,3.1164759e-14
3005.2449,1.7353543e-14
3005.6960,3.2551812e-15
3006.1471,-1.6693557e-14
3006.5984,-2.7678052e-14
3007.0497,-3.5775881e-14
3007.5011,-3.2907112e-14
3007.9525,-3.3370417e-14
3008.4040,-3.1717001e-14
3008.8556,-3.6237945e-14
3009.3072,-3.2680627e-14
3009.7589,-2.6836241e-14
3010.2107,-1.0769632e-14
3010.6625,1.1179033e-15
3011.1144,1.3721042e-14
3011.5664,1.6828297e-14
3012.0185,2.0825727e-14
3012.4706,1.7604960e-14
3012.9228,1.6180088e-14
3013.3750,7.7247477e-15
3013.8273,3.8734920e-15
3014.2797,-1.9293929e-15
3014.7322,-6.7211420e-17
3015.1847,-9.6805257e-16
3015.6373,3.0258147e-15
3016.0900,3.2147786e-15
3016.5427,7.1978087e-15
3016.9955,3.7140602e-15
3017.4483,1.9247273e-15
3017.9013,-4.5503331e-15
3018.3543,-3.6625932e-15
3018.8073,-5.2661088e-15
3019.2605,-2.5831030e-15
3019.7137,-7.3560138e-15
3020.1669,-9.1997294e-15
3020.6203,-1.5620972e-14
3021.0737,-1.5272167e-14
3021.5272,-1.7392907e-14
3021.9807,-1.1793889e-14
3022.4343,-7.5141525e-15
3022.8880,4.6864490e-15
3023.3417,1.2977854e-14
3023.7956,2.3272680e-14
3024.2494,2.2694990e-14
3024.7034,2.0120782e-14
3025.1574,8.9801137e-15
3025.6115,3.6383297e-15
3026.0657,-1.9981223e-15
3026.5199,1.1111459e-15
3026.9742,-5.4807657e-17
3027.4285,1.8417063e-15
3027.8830,-5.7552856e-16
3028.3375,6.3254632e-15
3028.7920,1.3863604e-14
3029.2467,2.5602914e-14
3029.7014,2.3913746e-14
3030.1561,1.4195634e-14
3030.6110,-8.0503362e-15
3031.0659,-2.3583422e-14
3031.5209,-3.4418664e-14
3031.9759,-3.0276162e-14
3032.4310,-2.4879495e-14
3032.8862,-1.3601417e-14
3033.3414,-8.1337746e-15
3033.7968,1.5904781e-15
3034.2521,6.9449528e-15
3034.7076,1.7628962e-14
3035.1631,2.2567626e-14
3035.6187,2.9921384e-14
3036.0744,2.9756647e-14
3036.5301,3.2418815e-14
3036.9859,2.8437034e-14
3037.4417,2.7607493e-14
3037.8977,1.9701750e-14
3038.3537,1.3627289e-14
3038.8097,-6.0773495e-17
3039.2659,-9.5530669e-15
3039.7221,-2.1535971e-14
3040.1784,-2.4155434e-14
3040.6347,-2.7204548e-14
3041.0911,-2.2354509e-14
3041.5476,-2.1267978e-14
3042.0041,-1.4464218e-14
3042.4608,-1.1743605e-14
3042.9174,-2.1622829e-15
3043.3742,3.5754083e-15
3043.8310,1.3826292e-14
3044.2879,1.7623211e-14
3044.7449,2.2051902e-14
3045.2019,2.0197066e-14
3045.6590,2.1045472e-14
3046.1162,1.6559562e-14
3046.5734,1.5358273e-14
3047.0307,7.6830028e-15
3047.4881,4.1653294e-15
3047.9455,-2.6745068e-15
3048.4030,-1.4440511e-15
3048.8606,-2.5287822e-15
3049.3182,2.3087393e-15
3049.7759,2.3701343e-16
3050.2337,5.7091195e-16
3050.6916,-5.0413398e-15
3051.1495,-3.7495281e-15
3051.6075,-4.8135896e-15
3052.0656,-2.3901732e-16
3052.5237,-3.1584467e-15
3052.9819,-4.2036987e-15
3053.4401,-1.2191778e-14
3053.8985,-1.5002538e-14
3054.3569,-2.0702579e-14
3054.8153,-1.7745817e-14
3055.2739,-1.5123783e-14
3055.7325,-4.8142913e-15
3056.1912,-8.5100586e-16
3056.6499,3.6281571e-15
3057.1087,-9.4249483e-16
3057.5676,-1.2129497e-15
3058.0266,-5.1347955e-15
3058.4856,-3.7530454e-15
3058.9447,-9.6251080e-15
3059.4038,-1.2237246e-14
3059.8631,-1.8886925e-14
3060.3224,-1.5959224e-14
3060.7817,-1.3040555e-14
3061.2412,-2.1941491e-15
3061.7007,3.4220458e-15
3062.1602,1.1411185e-14
3062.6199,1.0062363e-14
3063.0796,8.7262055e-15
3063.5394,-1.3483471e-15
3063.9992,-6.7897745e-15
3064.4591,-1.4101439e-14
3064.9191,-1.1208818e-14
3065.3792,-8.3888310e-15
3065.8393,1.8276581e-15
3066.2995,7.5995105e-15
3066.7598,1.7006292e-14
3067.2201,2.0107769e-14
3067.6805,2.6907885e-14
3068.1410,2.7457369e-14
3068.6015,3.2725334e-14
3069.0621,3.2455864e-14
3069.5228,3.6243687e-14
3069.9835,3.1949912e-14
3070.4444,2.8065420e-14
3070.9052,1.4438993e-14
3071.3662,3.0122615e-15
3071.8272,-1.3768250e-14
3072.2883,-2.3158681e-14
3072.7495,-3.4731427e-14
3073.2107,-3.6520200e-14
3073.6720,-3.9201750e-14
3074.1334,-3.2966944e-14
3074.5948,-2.9566450e-14
3075.0563,-1.9409741e-14
3075.5179,-1.3739139e-14
3075.9796,-3.8845723e-15
3076.4413,-2.0456459e-15
3076.9031,1.8126584e-15
3077.3649,-3.0341505e-16
3077.8268,4.9569471e-15
3078.2888,7.9324429e-15
3078.7509,1.6132219e-14
3079.2130,1.5059636e-14
3079.6752,1.3320794e-14
3080.1375,3.0607652e-15
3080.5998,-5.1989389e-16
3081.0622,-4.0275629e-15
3081.5247,1.6057819e-15
3081.9873,1.9799571e-15
3082.4499,4.4167853e-15
3082.9126,-1.1896654e-15
3083.3753,-2.3590995e-15
3083.8382,-7.6076384e-15
3084.3011,-6.3293086e-15
3084.7640,-1.0454797e-14
3085.2271,-1.1305440e-14
3085.6902,-1.9376050e-14
3086.1533,-2.1170270e-14
3086.6166,-2.2102574e-14
3087.0799,-9.2068275e-15
3087.5433,3.7539971e-15
3088.0067,1.9812344e-14
3088.4703,2.2552893e-14
3088.9338,2.1226471e-14
3089.3975,9.5355233e-15
3089.8612,3.3662779e-15
3090.3250,-5.2151747e-15
3090.7889,-6.0590819e-15
3091.2528,-1.0108731e-14
3091.7169,-6.6574275e-15
3092.1809,-4.6689282e-15
3092.6451,6.2551871e-15
3093.1093,1.3608570e-14
3093.5736,2.3459746e-14
3094.0379,2.1614523e-14
3094.5024,1.7690741e-14
3094.9669,4.4269704e-15
3095.4314,-2.1917602e-15
3095.8961,-7.3873417e-15
3096.3608,1.0596372e-16
3096.8256,6.4618671e-15
3097.2904,1.5906434e-14
3097.7553,1.2759462e-14
3098.2203,6.0893604e-15
3098.6854,-1.0825063e-14
3099.1505,-2.1490568e-14
3099.6157,-3.1970043e-14
3100.0809,-3.0510038e-14
3100.5463,-2.8907136e-14
3101.0117,-1.7418372e-14
3101.4771,-7.0144785e-15
3101.9427,1.1488610e-14
3102.4083,2.2903951e-14
3102.8740,3.2443261e-14
3103.3397,2.7729493e-14
3103.8056,2.0707957e-14
3104.2715,7.9983038e-15
3104.7374,5.0099188e-15
3105.2035,5.3626390e-17
3105.6696,-1.2948810e-15
3106.1357,-1.2514691e-14
3106.6020,-1.8482987e-14
3107.0683,-2.1498416e-14
3107.5347,-7.7794229e-15
3108.0011,3.2018593e-15
3108.4676,8.1975597e-15
3108.9342,-6.4322549e-15
3109.4009,-1.7136335e-14
3109.8676,-1.9000396e-14
3110.3344,-2.5580303e-15
3110.8013,3.9812783e-15
3111.2683,2.7681960e-16
3111.7353,-1.4943012e-14
3112.2023,-1.2987743e-14
3112.6695,-2.5287686e-16
3113.1367,2.0134817e-14
3113.6040,2.3054496e-14
3114.0714,1.9267993e-14
3114.5388,9.2831406e-15
3115.0063,1.1572445e-14
3115.4739,1.3271494e-14
3115.9415,1.6815770e-14
3116.4093,8.1486867e-15
3116.8770,2.2069447e-15
3117.3449,-4.3517212e-15
3117.8128,2.4523385e-15
3118.2808,8.7877677e-15
3118.7489,1.7806351e-14
3119.2170,1.3218054e-14
3119.6852,5.6266970e-15
3120.1535,-1.0051056e-14
3120.6218,-1.6304681e-14
3121.0903,-2.0966441e-14
3121.5588,-1.5828124e-14
3122.0273,-1.5763551e-14
3122.4959,-1.1481482e-14
3122.9646,-1.1766872e-14
3123.4334,-3.5857589e-15
3123.9022,9.0050683e-16
3124.3712,7.7032881e-15
3124.8401,2.5322636e-15
3125.3092,-1.4658355e-15
3125.7783,-8.5439020e-15
3126.2475,-1.7304927e-15
3126.7168,6.2181923e-15
3127.1861,1.9198536e-14
3127.6555,1.8542106e-14
3128.1250,1.3190369e-14
3128.5945,-3.7896715e-15
3129.0641,-1.4386219e-14
3129.5338,-2.3807631e-14
3130.0036,-2.0005401e-14
3130.4734,-1.6832410e-14
3130.9433,-7.4960332e-15
3131.4133,-5.2439556e-15
3131.8833,1.3508825e-15
3132.3534,2.3114910e-15
3132.8236,9.3689186e-15
3133.2938,1.0192096e-14
3133.7641,1.4222271e-14
3134.2345,1.1137786e-14
3134.7050,1.2952888e-14
3135.1755,9.6454815e-15
3135.6461,1.1500843e-14
3136.1168,7.1123473e-15
3136.5875,7.8154468e-15
3137.0584,4.1094736e-15
3137.5292,7.5015894e-15
3138.0002,6.3830909e-15
3138.4712,9.8202411e-15
3138.9423,5.3250971e-15
3139.4135,3.4736288e-15
3139.8847,-6.1910302e-15
3140.3560,-1.0413990e-14
3140.8274,-1.8085179e-14
3141.2989,-1.5981145e-14
3141.7704,-1.5510165e-14
3142.2420,-7.5396572e-15
3142.7136,-5.4498858e-15
3143.1854,1.7991961e-15
3143.6572,3.7433358e-15
3144.1291,1.1635086e-14
3144.6010,1.1045924e-14
3145.0730,1.0902131e-14
3145.5451,2.2737148e-16
3146.0173,-4.5569396e-15
3146.4895,-9.2719284e-15
3146.9618,-5.7679102e-16
3147.4342,6.6414395e-15
3147.9066,1.7532485e-14
3148.3791,1.5921099e-14
3148.8517,1.2572389e-14
3149.3244,-1.6718877e-16
3149.7971,-6.6309268e-15
3150.2699,-1.4944075e-14
3150.7427,-1.3202193e-14
3151.2157,-1.4171437e-14
3151.6887,-8.6256553e-15
3152.1618,-9.2716213e-15
3152.6349,-4.6594410e-15
3153.1081,-5.1773480e-15
3153.5814,1.1945449e-15
3154.0548,3.7835242e-15
3154.5282,1.4185794e-14
3155.0018,2.0648177e-14
3155.4753,3.1765229e-14
3155.9490,3.2584512e-14
3156.4227,3.1567738e-14
3156.8965,1.7403182e-14
3157.3704,4.0369849e-15
3157.8443,-1.5630501e-14
3158.3183,-2.5797120e-14
3158.7924,-3.5755399e-14
3159.2665,-3.4169366e-14
3159.7407,-3.4951868e-14
3160.2150,-2.8173434e-14
3160.6894,-2.5514797e-14
3161.1638,-1.4870223e-14
3161.6383,-7.6003290e-15
3162.1129,6.2251987e-15
3162.5875,1.2485491e-14
3163.0622,1.9929709e-14
3163.5370,1.5938581e-14
3164.0119,1.3850635e-14
3164.4868,3.8202596e-15
3164.9618,-9.5393273e-16
3165.4369,-1.1561640e-14
3165.9120,-1.5453119e-14
3166.3873,-2.2819128e-14
3166.8625,-2.0651303e-14
3167.3379,-2.0663098e-14
3167.8133,-1.2943588e-14
3168.2888,-9.9435232e-15
3168.7644,-2.7429563e-16
3169.2401,4.8903965e-15
3169.7158,1.5684719e-14
3170.1916,1.8160341e-14
3170.6674,2.2322477e-14
3171.1433,1.7116677e-14
3171.6193,1.5664629e-14
3172.0954,8.2719694e-15
3172.5716,6.8022856e-15
3173.0478,6.2999569e-16
3173.5241,2.4652458e-15
3174.0004,2.0564034e-15
3174.4768,1.0142068e-14
3174.9533,1.1703001e-14
3175.4299,1.4502420e-14
3175.9066,5.8384383e-15
3176.3833,-5.5403546e-16
3176.8601,-1.2345113e-14
3177.3369,-1.4810429e-14
3177.8139,-1.8713399e-14
3178.2909,-1.4240863e-14
3178.7679,-1.4727795e-14
3179.2451,-9.4770180e-15
3179.7223,-1.0090090e-14
3180.1996,-3.6003203e-15
3180.6769,-1.6834232e-15
3181.1544,6.6061424e-15
3181.6319,8.2780364e-15
3182.1095,1.4909599e-14
3182.5871,1.4249882e-14
3183.0648,1.7556985e-14
3183.5426,1.1832497e-14
3184.0205,8.2464333e-15
3184.4984,-4.4824044e-15
3184.9764,-1.1764280e-14
3185.4545,-2.1303791e-14
3185.9326,-1.8894419e-14
3186.4109,-1.6433783e-14
3186.8892,-3.8392541e-15
3187.3675,4.2672506e-15
3187.8460,1.6718662e-14
3188.3245,1.8714870e-14
3188.8030,2.2566669e-14
3189.2817,1.9141766e-14
3189.7604,2.3034114e-14
3190.2392,2.1679764e-14
3190.7181,2.4300145e-14
3191.1970,1.6452088e-14
3191.6760,9.0921805e-15
3192.1551,-7.8853895e-15
3192.6343,-2.0616913e-14
3193.1135,-3.7556554e-14
3193.5928,-4.4784228e-14
3194.0722,-5.2499451e-14
3194.5516,-4.6165549e-14
3195.0311,-3.8114980e-14
3195.5107,-1.9726291e-14
3195.9904,-7.4300984e-15
3196.4701,7.0164040e-15
3196.9499,1.1550639e-14
3197.4298,1.9803242e-14
3197.9097,2.1672444e-14
3198.3897,2.8457943e-14
3198.8698,2.6516381e-14
3199.3500,2.6844693e-14
3199.8302,1.8015402e-14
3200.3105,1.3545344e-14
3200.7909,3.0359944e-15
3201.2714,-1.7503117e-16
3201.7519,-6.5439957e-15
3202.2325,-4.5752951e-15
3202.7131,-7.5030396e-15
3203.1939,-4.6451643e-15
3203.6747,-7.2620838e-15
3204.1556,-2.5149510e-15
3204.6365,-2.6526606e-15
3205.1176,2.4806418e-15
3205.5987,-2.0608973e-15
3206.0798,-4.9063108e-15
3206.5611,-1.6149009e-14
3207.0424,-1.9021270e-14
3207.5238,-2.0685990e-14
3208.0053,-7.9171475e-15
3208.4868,4.3048292e-15
3208.9684,2.1751366e-14
3209.4501,2.5676737e-14
3209.9318,2.5752107e-14
3210.4136,1.2667016e-14
3210.8955,4.3029938e-15
3211.3775,-6.1932587e-15
3211.8595,-4.9349482e-15
3212.3417,-6.1473510e-15
3212.8238,-7.4018798e-16
3213.3061,-3.1513934e-15
3213.7884,-1.5432421e-15
3214.2708,-7.5007895e-15
3214.7533,-7.6466916e-15
3215.2359,-1.2334541e-14
3215.7185,-8.3450457e-15
3216.2012,-7.9347517e-15
3216.6839,-1.2829118e-15
3217.1668,-3.0423251e-15
3217.6497,-2.4088077e-15
3218.1327,-9.7563760e-15
3218.6157,-1.1253526e-14
3219.0988,-1.8111575e-14
3219.5820,-1.6731719e-14
3220.0653,-1.7458380e-14
3220.5487,-6.8696487e-15
3221.0321,4.4067672e-16
3221.5156,1.2874525e-14
3221.9991,1.4971099e-14
3222.4828,1.9566115e-14
3222.9665,1.7504026e-14
3223.4502,2.3631586e-14
3223.9341,2.4972689e-14
3224.4180,3.1498774e-14
3224.9020,2.7729782e-14
3225.3861,2.6052145e-14
3225.8702,1.6115485e-14
3226.3544,1.2679504e-14
3226.8387,3.7922581e-15
3227.3231,1.4578093e-15
3227.8075,-6.8857126e-15
3228.2920,-7.6613083e-15
3228.7766,-1.3157916e-14
3229.2613,-1.1995607e-14
3229.7460,-1.7460073e-14
3230.2308,-1.6399893e-14
3230.7157,-1.9525425e-14
3231.2006,-1.3163488e-14
3231.6856,-1.0690875e-14
3232.1707,-1.3747437e-15
3232.6559,-2.5301916e-16
3233.1411,4.4631692e-15
3233.6264,1.6968340e-16
3234.1118,1.9697338e-15
3234.5972,-6.7283426e-16
3235.0828,5.7331123e-15
3235.5684,7.5536293e-15
3236.0540,1.4849533e-14
3236.5398,1.3319900e-14
3237.0256,1.4691238e-14
3237.5115,7.1380102e-15
3237.9974,3.5762377e-15
3238.4835,-7.5345585e-15
3238.9696,-1.1867803e-14
3239.4558,-1.9184533e-14
3239.9420,-1.5031537e-14
3240.4284,-1.3234760e-14
3240.9148,-4.5291510e-15
3241.4012,-4.8954324e-15
3241.8878,-2.3065761e-15
3242.3744,-6.6684767e-15
3242.8611,-2.3155125e-15
3243.3479,-8.0860719e-16
3243.8347,8.1661747e-15
3244.3216,8.3747650e-15
3244.8086,1.0644307e-14
3245.2957,3.3812078e-15
3245.7828,2.0350294e-15
3246.2700,-3.4058812e-15
3246.7573,1.2068025e-15
3247.2446,2.4867169e-15
3247.7320,1.0125378e-14
3248.2195,8.8008299e-15
3248.7071,1.0998165e-14
3249.1947,5.5230988e-15
3249.6825,5.2359390e-15
3250.1703,-3.9971954e-15
3250.6581,-9.7008269e-15
3251.1461,-2.1061536e-14
3251.6341,-1.9905124e-14
3252.1221,-1.6176917e-14
3252.6103,-2.9071673e-16
3253.0985,7.2054608e-15
3253.5868,1.2043985e-14
3254.0752,-8.0544573e-16
3254.5637,-1.4108913e-14
3255.0522,-3.3631781e-14
3255.5408,-3.8801164e-14
3256.0294,-3.9088662e-14
3256.5182,-2.1657350e-14
3257.0070,-4.7393756e-15
3257.4959,1.7656834e-14
3257.9849,2.6624607e-14
3258.4739,3.2776903e-14
3258.9630,2.6105045e-14
3259.4522,2.4526929e-14
3259.9414,1.7470367e-14
3260.4308,1.6870556e-14
3260.9202,6.9384049e-15
3261.4097,2.1258051e-16
3261.8992,-1.4112657e-14
3262.3888,-1.9590703e-14
3262.8785,-2.7458656e-14
3263.3683,-2.5243707e-14
3263.8581,-2.6728007e-14
3264.3481,-2.0353529e-14
3264.8380,-1.8891999e-14
3265.3281,-9.2488300e-15
3265.8183,-4.5945471e-15
3266.3085,5.9939555e-15
3266.7987,6.7608405e-15
3267.2891,9.5176177e-15
3267.7795,2.1957014e-15
3268.2700,1.2571239e-15
3268.7606,-3.8005927e-15
3269.2513,1.5462756e-15
3269.7420,3.8614214e-15
3270.2328,1.6527828e-14
3270.7237,2.6218862e-14
3271.2146,4.4855239e-14
3271.7057,5.3623879e-14
3272.1967,5.8460971e-14
3272.6879,4.2684588e-14
3273.1792,2.3751657e-14
3273.6705,-1.4954110e-15
3274.1619,-1.0889331e-14
3274.6533,-1.5936303e-14
3275.1449,-8.3905440e-15
3275.6365,-7.9479844e-15
3276.1282,-3.8414930e-15
3276.6199,-7.4300308e-15
3277.1118,-2.1007076e-15
3277.6037,3.3498705e-16
3278.0956,1.1452052e-14
3278.5877,1.4902858e-14
3279.0798,1.9646530e-14
3279.5720,1.1221940e-14
3280.0643,4.4997254e-15
3280.5567,-1.0731104e-14
3281.0491,-1.8593434e-14
3281.5416,-3.1946379e-14
3282.0342,-3.6319886e-14
3282.5268,-4.2702570e-14
3283.0195,-3.4871743e-14
3283.5123,-2.6018458e-14
3284.0052,-6.1836485e-15
3284.4981,5.5927632e-15
3284.9911,1.8958729e-14
3285.4842,1.9954487e-14
3285.9774,2.5413429e-14
3286.4706,2.5011680e-14
3286.9639,3.1219794e-14
3287.4573,3.0614667e-14
3287.9508,3.3269602e-14
3288.4443,2.2921198e-14
3288.9379,1.4440218e-14
3289.4316,-3.7943522e-15
3289.9254,-1.5731375e-14
3290.4192,-3.3309768e-14
3290.9131,-4.2125629e-14
3291.4071,-5.4227326e-14
3291.9011,-5.4766147e-14
3292.3953,-5.5396328e-14
3292.8895,-4.2235183e-14
3293.3837,-3.0515382e-14
3293.8781,-9.8529220e-15
3294.3725,3.3566742e-15
3294.8670,2.0346481e-14
3295.3616,2.6622711e-14
3295.8562,3.4576555e-14
3296.3509,2.9848423e-14
3296.8457,2.6866953e-14
3297.3406,1.3703334e-14
3297.8356,6.4300439e-15
3298.3306,-5.8434979e-15
3298.8257,-7.1483278e-15
3299.3208,-1.0235312e-14
3299.8161,-1.7369118e-15
3300.3114,2.0831252e-15
3300.8068,1.1654257e-14
3301.3022,1.0666392e-14
3301.7978,1.3097715e-14
3302.2934,6.6257351e-15
3302.7891,7.6506329e-15
3303.2848,3.1578868e-15
3303.7807,4.5517979e-15
3304.2766,-4.3883960e-15
3304.7726,-8.0011257e-15
3305.2686,-1.5151362e-14
3305.7648,-7.3540416e-15
3306.2610,1.9810967e-15
3306.7573,2.2147255e-14
3307.2536,3.3363538e-14
3307.7500,4.4346601e-14
3308.2465,3.9821959e-14
3308.7431,3.5381805e-14
3309.2398,2.0598418e-14
3309.7365,1.2048300e-14
3310.2333,-2.1602534e-15
3310.7302,-7.3809259e-15
3311.2272,-1.6825413e-14
3311.7242,-1.4555418e-14
3312.2213,-1.3483524e-14
3312.7185,-2.5731609e-15
3313.2157,3.7716248e-16
3313.7130,6.1496237e-15
3314.2104,2.3947498e-15
3314.7079,7.5859332e-15
3315.2055,1.0392198e-14
3315.7031,2.1730364e-14
3316.2008,1.9554728e-14
3316.6986,9.8603776e-15
3317.1964,-2.2943769e-14
3317.6943,-5.6763008e-14
3318.1923,-9.1135499e-14
3318.6904,-9.7454368e-14
3319.1886,-8.2989204e-14
3319.6868,-3.7406630e-14
3320.1851,1.0997648e-14
3320.6834,5.8470740e-14
3321.1819,7.6674454e-14
3321.6804,7.6358369e-14
3322.1790,5.1818788e-14
3322.6777,2.9966042e-14
3323.1764,6.7033711e-15
3323.6753,-8.1259290e-16
3324.1742,-8.2493703e-15
3324.6731,-5.3632630e-15
3325.1722,-8.1931462e-15
3325.6713,-2.3023700e-15
3326.1705,-2.7812990e-16
3326.6698,1.0844134e-14
3327.1691,1.2341976e-14
3327.6685,1.2331701e-14
3328.1680,-5.5525589e-15
3328.6676,-2.3198019e-14
3329.1672,-4.6548230e-14
3329.6670,-5.4995622e-14
3330.1668,-6.0909551e-14
3330.6666,-5.1992201e-14
3331.1666,-4.4415581e-14
3331.6666,-2.3089615e-14
3332.1667,-4.7583056e-16
3332.6669,3.5868341e-14
3333.1671,6.3797743e-14
3333.6674,8.5806881e-14
3334.1678,8.1753533e-14
3334.6683,6.9461117e-14
3335.1688,4.3384598e-14
3335.6695,2.2646990e-14
3336.1702,-7.4154399e-15
3336.6709,-2.9505116e-14
3337.1718,-4.9201577e-14
3337.6727,-4.2812117e-14
3338.1737,-2.3755875e-14
3338.6748,1.2284121e-14
3339.1759,3.5009391e-14
3339.6771,4.5368893e-14
3340.1784,2.3934455e-14
3340.6798,-1.1058190e-14
3341.1813,-6.3520936e-14
3341.6828,-1.0824215e-13
3342.1844,-1.4961774e-13
3342.6861,-1.6489286e-13
3343.1878,-1.6098387e-13
3343.6896,-1.1663983e-13
3344.1915,-4.5735510e-14
3344.6935,5.7987055e-14
3345.1956,1.6232808e-13
3345.6977,2.5863434e-13
3346.1999,3.1090585e-13
3346.7022,3.1694174e-13
3347.2045,2.5509898e-13
3347.7070,1.4384156e-13
3348.2095,-8.7203525e-15
3348.7120,-1.4665233e-13
3349.2147,-2.3338458e-13
3349.7174,-2.2483360e-13
3350.2202,-1.5611185e-13
3350.7231,-8.3104871e-14
3351.2261,-8.3047422e-14
3351.7291,-1.4458298e-13
3352.2322,-2.2095120e-13
3352.7354,-2.2691145e-13
3353.2386,-1.5083068e-13
3353.7420,-4.8594767e-15
3354.2454,1.4567708e-13
3354.7489,2.6897813e-13
3355.2524,3.2281285e-13
3355.7561,3.1641781e-13
3356.2598,2.4707119e-13
3356.7636,1.5161230e-13
3357.2674,3.9120128e-14
3357.7714,-5.5364937e-14
3358.2754,-1.3241085e-13
3358.7795,-1.6897292e-13
3359.2836,-1.7679786e-13
3359.7879,-1.4580753e-13
3360.2922,-1.0025998e-13
3360.7966,-4.1349957e-14
3361.3011,-6.8770637e-17
3361.8056,2.6333602e-14
3362.3102,2.2835510e-14
3362.8149,1.3797652e-14
3363.3197,-3.4249470e-15
3363.8245,-8.3485022e-15
3364.3295,-1.8228553e-14
3364.8345,-2.0299594e-14
3365.3395,-2.3962729e-14
3365.8447,-3.5101639e-15
3366.3499,2.6412784e-14
3366.8552,6.5212091e-14
3367.3606,7.8759125e-14
3367.8660,7.9044129e-14
3368.3716,6.3040505e-14
3368.8772,5.4946994e-14
3369.3829,3.5894741e-14
3369.8886,1.3678629e-14
3370.3945,-2.3095802e-14
3370.9004,-4.6155765e-14
3371.4063,-5.9563777e-14
3371.9124,-4.8373119e-14
3372.4185,-3.7766620e-14
3372.9248,-2.3115009e-14
3373.4310,-2.3391731e-14
3373.9374,-2.0000181e-14
3374.4439,-2.2215765e-14
3374.9504,-1.2717447e-14
3375.4570,-9.5693628e-15
3375.9636,-2.5711329e-15
3376.4704,-8.2153297e-15
3376.9772,-7.6672251e-15
3377.4841,-9.2910959e-15
3377.9911,5.9910753e-15
3378.4981,1.9462119e-14
3379.0052,3.6276757e-14
3379.5124,3.2933501e-14
3380.0197,2.4876562e-14
3380.5271,7.0829463e-15
3381.0345,5.6150291e-15
3381.5420,7.5935194e-15
3382.0496,2.0138143e-14
3382.5573,1.7366045e-14
3383.0650,1.2359803e-14
3383.5728,-7.3197758e-15
3384.0807,-2.1892825e-14
3384.5887,-4.4364870e-14
3385.0967,-5.4303262e-14
3385.6048,-5.9505297e-14
3386.1130,-4.0532743e-14
3386.6213,-1.7358097e-14
3387.1296,1.5033131e-14
3387.6380,3.0498436e-14
3388.1465,3.9461714e-14
3388.6551,2.7411891e-14
3389.1638,1.4659455e-14
3389.6725,-8.3642509e-15
3390.1813,-2.1756694e-14
3390.6902,-3.7602467e-14
3391.1991,-3.8853452e-14
3391.7082,-3.8631372e-14
3392.2173,-2.1026180e-14
3392.7264,-3.5715613e-15
3393.2357,2.3067721e-14
3393.7450,3.5713843e-14
3394.2545,4.3845191e-14
3394.7639,3.1232017e-14
3395.2735,1.8140414e-14
3395.7832,-4.2158011e-15
3396.2929,-1.5161187e-14
3396.8027,-2.8545045e-14
3397.3125,-2.8368500e-14
3397.8225,-2.8811150e-14
3398.3325,-1.3574083e-14
3398.8426,6.4180325e-16
3399.3528,2.2920798e-14
3399.8631,3.1281344e-14
3400.3734,3.6919870e-14
3400.8838,2.5681692e-14
3401.3943,1.6664092e-14
3401.9049,-8.2377948e-16
3402.4155,-8.1889932e-15
3402.9262,-1.8840550e-14
3403.4370,-1.8179117e-14
3403.9479,-2.2366618e-14
3404.4588,-1.5970001e-14
3404.9698,-1.3297962e-14
3405.4809,4.2528147e-16
3405.9921,7.1903169e-15
3406.5034,1.8595960e-14
3407.0147,1.6922180e-14
3407.5261,1.7724395e-14
3408.0376,6.7095708e-15
3408.5491,6.2503529e-16
3409.0608,-1.5103017e-14
3409.5725,-2.3293994e-14
3410.0843,-3.6539017e-14
3410.5961,-3.5139807e-14
3411.1081,-3.1790032e-14
3411.6201,-1.1597011e-14
3412.1322,5.9530978e-15
3412.6444,3.0966428e-14
3413.1566,4.2625645e-14
3413.6690,5.0338006e-14
3414.1814,3.4803744e-14
3414.6938,1.2672774e-14
3415.2064,-2.3060814e-14
3415.7190,-4.1399844e-14
3416.2318,-4.6197994e-14
3416.7445,-2.0357600e-14
3417.2574,9.5573092e-15
3417.7704,4.4261344e-14
3418.2834,5.6426834e-14
3418.7965,5.9903556e-14
3419.3096,4.4161198e-14
3419.8229,3.3107087e-14
3420.3362,1.6141492e-14
3420.8496,9.3383960e-15
3421.3631,-4.8770016e-15
3421.8767,-1.1074987e-14
3422.3903,-2.3128839e-14
3422.9040,-2.3338339e-14
3423.4178,-2.7993386e-14
3423.9317,-2.2827160e-14
3424.4456,-2.3882703e-14
3424.9597,-1.4883929e-14
3425.4738,-1.2624631e-14
3425.9879,-4.0982000e-15
3426.5022,-8.3977435e-15
3427.0165,-1.0381470e-14
3427.5309,-2.3105997e-14
3428.0454,-2.5965701e-14
3428.5600,-3.0214573e-14
3429.0746,-1.7874810e-14
3429.5893,-6.9005600e-15
3430.1041,1.3817915e-14
3430.6190,2.3721731e-14
3431.1339,3.6871414e-14
3431.6490,3.7419970e-14
3432.1641,4.2035581e-14
3432.6793,3.4343829e-14
3433.1945,2.9971026e-14
3433.7098,1.4965410e-14
3434.2253,8.5191919e-15
