wave,flux
3434.7408,-2.5828255e-15
3435.2563,-1.8712607e-15
3435.7720,-7.3403286e-15
3436.2877,-4.8028353e-15
3436.8035,-1.0429340e-14
3437.3194,-6.4766772e-15
3437.8353,-9.1451406e-15
3438.3514,-5.2367341e-15
3438.8675,-1.4019181e-14
3439.3836,-1.9325611e-14
3439.8999,-3.2827373e-14
3440.4163,-3.3606338e-14
3440.9327,-3.6767588e-14
3441.4492,-2.7413759e-14
3441.9657,-2.4040928e-14
3442.4824,-9.9192954e-15
3442.9991,-8.7846320e-16
3443.5159,1.8184381e-14
3444.0328,2.7020089e-14
3444.5498,3.8168508e-14
3445.0668,3.3612924e-14
3445.5839,3.2208376e-14
3446.1011,2.1652169e-14
3446.6184,2.1107107e-14
3447.1358,1.2183448e-14
3447.6532,8.3855747e-15
3448.1707,-7.8658316e-15
3448.6883,-1.7239883e-14
3449.2059,-3.1498960e-14
3449.7237,-3.1457389e-14
3450.2415,-3.5021598e-14
3450.7594,-2.8229891e-14
3451.2774,-2.8774999e-14
3451.7954,-1.9446251e-14
3452.3135,-1.5372593e-14
3452.8317,-1.6217415e-15
3453.3500,1.3142940e-15
3453.8684,7.1052757e-15
3454.3868,1.4871660e-15
3454.9053,5.2456886e-15
3455.4239,3.7293546e-15
3455.9426,9.3603825e-15
3456.4614,1.3956133e-15
3456.9802,-2.1903522e-15
3457.4991,-9.8010167e-15
3458.0181,9.8505110e-16
3458.5371,1.1298511e-14
3459.0563,2.9023558e-14
3459.5755,3.0179981e-14
3460.0948,3.0599523e-14
3460.6142,1.7628881e-14
3461.1336,1.2419209e-14
3461.6532,-6.9320771e-17
3462.1728,-2.1784405e-15
3462.6924,-9.9591462e-15
3463.2122,-7.7894731e-15
3463.7320,-1.2028312e-14
3464.2520,-4.9757420e-15
3464.7720,-1.9895991e-15
3465.2920,1.0175998e-14
3465.8122,8.5639455e-15
3466.3324,7.1260876e-15
3466.8527,-6.3214102e-15
3467.3731,-7.2556591e-15
3467.8936,-8.0593262e-15
3468.4141,5.3508117e-15
3468.9348,9.5040006e-15
3469.4555,1.6646498e-14
3469.9762,1.1287549e-14
3470.4971,1.4074083e-14
3471.0180,1.0277882e-14
3471.5390,1.5580166e-14
3472.0601,1.0603680e-14
3472.5813,1.2009091e-14
3473.1025,5.1058131e-15
3473.6239,7.5338345e-15
3474.1453,9.7437823e-16
3474.6668,-7.9311941e-16
3475.1883,-1.3300370e-14
3475.7100,-1.6633854e-14
3476.2317,-2.6054136e-14
3476.7535,-2.7420378e-14
3477.2753,-4.0302592e-14
3477.7973,-4.4794847e-14
3478.3193,-4.9179706e-14
3478.8414,-3.0842767e-14
3479.3636,-9.6415693e-15
3479.8859,2.0584917e-14
3480.4082,3.2703443e-14
3480.9307,3.9342545e-14
3481.4532,2.8603492e-14
3481.9757,2.3411271e-14
3482.4984,1.4219669e-14
3483.0211,1.9344798e-14
3483.5440,2.0675338e-14
3484.0668,3.0713686e-14
3484.5898,2.8199613e-14
3485.1129,2.6811845e-14
3485.6360,9.8935966e-15
3486.1592,-3.3389540e-15
3486.6825,-2.5952961e-14
3487.2059,-3.5644650e-14
3487.7293,-4.3406342e-14
3488.2528,-3.0501378e-14
3488.7764,-2.0211141e-14
3489.3001,-6.0393754e-15
3489.8239,-9.1527166e-15
3490.3477,-6.4186498e-15
3490.8716,-5.6240849e-15
3491.3956,1.1282200e-14
3491.9197,1.6698731e-14
3492.4438,1.8250097e-14
3492.9681,8.9022613e-16
3493.4924,-6.7107733e-15
3494.0167,-1.3448157e-14
3494.5412,-5.4501122e-15
3495.0658,-8.0644593e-15
3495.5904,-5.5359885e-15
3496.1151,-7.8841483e-15
3496.6399,6.9162004e-15
3497.1647,1.5882687e-14
3497.6897,2.6338357e-14
3498.2147,1.6610780e-14
3498.7398,9.3111053e-15
3499.2649,-6.2062221e-15
3499.7902,-8.1073074e-15
3500.3155,-1.5080812e-14
3500.8409,-1.1853432e-14
3501.3664,-1.7845749e-14
3501.8920,-1.4718882e-14
3502.4176,-1.7235304e-14
3502.9434,-7.3737715e-15
3503.4692,-5.0686531e-15
3503.9951,3.8798764e-15
3504.5210,1.6589018e-15
3505.0471,8.4119813e-15
3505.5732,7.2108240e-15
3506.0994,1.2514401e-14
3506.6257,4.8397773e-15
3507.1520,4.7749876e-15
3507.6785,-1.8737994e-15
3508.2050,7.5217170e-16
3508.7316,-7.1504303e-15
3509.2582,-3.7964929e-15
3509.7850,-7.1357878e-16
3510.3118,1.7901277e-14
3510.8387,2.5416841e-14
3511.3657,3.2554739e-14
3511.8928,2.3562206e-14
3512.4200,2.1055586e-14
3512.9472,9.6363240e-15
3513.4745,4.6825198e-15
3514.0019,-1.1162962e-14
3514.5293,-1.5091748e-14
3515.0569,-1.8690401e-14
3515.5845,-4.2822620e-15
3516.1122,2.4335662e-15
3516.6400,1.1352541e-14
3517.1678,3.0826095e-15
3517.6958,2.9221285e-15
3518.2238,-1.2958508e-15
3518.7519,6.8597865e-15
3519.2801,4.8018344e-15
3519.8083,6.8423359e-15
3520.3367,-2.0549289e-15
3520.8651,1.9728606e-15
3521.3936,4.1654390e-15
3521.9222,1.9425744e-14
3522.4508,2.1063644e-14
3522.9796,2.0823723e-14
3523.5084,4.4420978e-15
3524.0373,1.0624052e-15
3524.5662,-4.9898389e-16
3525.0953,1.1368651e-14
3525.6244,7.2092086e-15
3526.1536,8.8888432e-16
3526.6829,-1.5348067e-14
3527.2123,-1.1260549e-14
3527.7417,-5.6190593e-15
3528.2713,4.4383449e-15
3528.8009,-1.0267720e-14
3529.3305,-2.3572941e-14
3529.8603,-3.2458137e-14
3530.3902,-9.9912243e-15
3530.9201,1.0151435e-14
3531.4501,2.2188061e-14
3531.9802,3.2684330e-15
3532.5103,-1.0220440e-14
3533.0406,-1.5562860e-14
3533.5709,4.7014960e-15
3534.1013,1.1248952e-14
3534.6318,4.4537287e-15
3535.1624,-2.4951574e-14
3535.6930,-2.9370958e-14
3536.2237,-8.3448249e-15
3536.7545,3.6633664e-14
3537.2854,4.4837058e-14
3537.8164,1.7155660e-14
3538.3474,-2.7956119e-14
3538.8785,-2.0962613e-14
3539.4097,1.8251799e-14
3539.9410,4.6077558e-14
3540.4724,4.3973196e-15
3541.0038,-4.3366355e-14
3541.5353,-4.5226305e-14
3542.0669,1.0989928e-14
3542.5986,3.3698141e-14
3543.1303,6.5223350e-15
3543.6622,-4.0602340e-14
3544.1941,-3.2605537e-14
3544.7261,3.7931943e-15
3545.2582,3.3350632e-14
3545.7903,9.6937645e-15
3546.3226,-2.3210083e-14
3546.8549,-4.1890488e-14
3547.3873,-1.7989883e-14
3547.9198,2.8093578e-15
3548.4523,1.0570525e-14
3548.9849,-1.2579952e-14
3549.5177,-2.4093801e-14
3550.0505,-1.8743148e-14
3550.5833,9.1055264e-15
3551.1163,2.2232376e-14
3551.6493,2.1700735e-14
3552.1824,-3.5169838e-15
3552.7156,-1.7973490e-14
3553.2489,-2.7099332e-14
3553.7823,-1.5309601e-14
3554.3157,-1.3779187e-14
3554.8492,-1.2104072e-14
3555.3828,-2.3355622e-14
3555.9165,-1.5542556e-14
3556.4503,-1.8949932e-15
3556.9841,2.5300368e-14
3557.5180,3.0093118e-14
3558.0520,2.5995446e-14
3558.5861,5.5476951e-15
3559.1202,2.9071898e-15
3559.6545,2.8563310e-15
3560.1888,1.3820703e-14
3560.7232,5.1365222e-15
3561.2577,-3.5558794e-15
3561.7922,-1.7618771e-14
3562.3269,-7.7666210e-15
3562.8616,3.9710346e-15
3563.3964,2.2972942e-14
3563.9313,2.1886090e-14
3564.4662,2.1394738e-14
3565.0013,1.0437675e-14
3565.5364,1.1882929e-14
3566.0716,5.8181573e-15
3566.6069,5.6824753e-15
3567.1422,-8.2600256e-15
3567.6777,-1.2721839e-14
3568.2132,-1.7578875e-14
3568.7488,-1.1918604e-15
3569.2845,9.9556394e-15
3569.8202,2.1223526e-14
3570.3561,8.3895478e-15
3570.8920,-1.3412489e-15
3571.4280,-1.0947526e-14
3571.9641,2.9329487e-15
3572.5003,8.7133959e-15
3573.0365,7.5895091e-15
3573.5728,-1.7182468e-14
3574.1092,-2.3794672e-14
3574.6457,-1.3667113e-14
3575.1823,1.6243106e-14
3575.7190,1.8094197e-14
3576.2557,5.7738153e-15
3576.7925,-1.5093807e-14
3577.3294,-1.3054615e-15
3577.8664,1.9061797e-14
3578.4034,3.9407381e-14
3578.9405,2.9929778e-14
3579.4777,2.1010217e-14
3580.0150,8.8415088e-15
3580.5524,1.3722920e-14
3581.0899,6.2180417e-15
3581.6274,-2.7057909e-15
3582.1650,-2.6809201e-14
3582.7027,-3.3037038e-14
3583.2405,-3.1398359e-14
3583.7784,-8.3671168e-15
3584.3163,1.5612869e-15
3584.8543,6.4511402e-15
3585.3924,-8.2679947e-15
3585.9306,-8.5160206e-15
3586.4689,-7.1090139e-15
3587.0072,7.0811540e-15
3587.5456,4.4001742e-15
3588.0841,4.3113696e-15
3588.6227,-2.6040973e-15
3589.1614,8.1127433e-15
3589.7001,1.2279020e-14
3590.2390,2.0364551e-14
3590.7779,9.9610000e-15
3591.3169,4.7897114e-15
3591.8559,-8.3828642e-15
3592.3951,-7.9484583e-15
3592.9343,-1.5032063e-14
3593.4736,-1.1910598e-14
3594.0130,-1.8006345e-14
3594.5525,-1.1895251e-14
3595.0920,-1.3205551e-14
3595.6317,-3.2649353e-15
3596.1714,-2.6407542e-15
3596.7112,7.0854394e-15
3597.2511,4.0537827e-15
3597.7910,6.9135120e-15
3598.3311,-1.5229844e-15
3598.8712,1.1739383e-15
3599.4114,-4.6010097e-15
3599.9517,-2.4068417e-15
3600.4921,-1.1939454e-14
3601.0325,-1.0605207e-14
3601.5730,-1.3783027e-14
3602.1136,-3.3243675e-15
3602.6543,-2.4294921e-15
3603.1951,5.1019602e-15
3603.7360,9.6742459e-16
3604.2769,7.4419250e-15
3604.8179,5.7265695e-15
3605.3590,1.2963853e-14
3605.9002,6.5077860e-15
3606.4415,6.4171136e-15
3606.9828,-3.7710546e-15
3607.5242,-2.1829180e-15
3608.0657,-7.8239366e-15
3608.6073,-6.5903150e-16
3609.1490,-2.4112969e-16
3609.6907,1.0906439e-14
3610.2325,8.0999951e-15
3610.7745,1.0311747e-14
3611.3164,1.4942386e-15
3611.8585,5.5118111e-15
3612.4007,1.1230777e-15
3612.9429,4.6549586e-15
3613.4852,-4.6585227e-15
3614.0276,-3.6385625e-15
3614.5701,-8.5546264e-15
3615.1127,-3.2870669e-16
3615.6553,-2.3256290e-15
3616.1980,2.7698188e-15
3616.7408,-3.3802554e-15
3617.2837,3.6751612e-15
3617.8267,6.1490838e-15
3618.3697,1.9990542e-14
3618.9129,1.8872799e-14
3619.4561,1.8340944e-14
3619.9994,3.5904710e-15
3620.5427,1.0463205e-15
3621.0862,-7.5328722e-15
3621.6297,-7.3275168e-15
3622.1734,-2.1736039e-14
3622.7171,-2.5718652e-14
3623.2609,-3.0730051e-14
3623.8047,-1.5960737e-14
3624.3487,-9.1290582e-15
3624.8927,2.2041924e-15
3625.4368,-1.5395098e-15
3625.9810,5.7834754e-15
3626.5253,6.6464677e-15
3627.0696,1.7353691e-14
3627.6141,1.2419856e-14
3628.1586,1.2128863e-14
3628.7032,8.3536806e-16
3629.2479,2.9008724e-15
3629.7926,-2.2733449e-15
3630.3375,2.8683197e-15
3630.8824,-2.3605065e-15
3631.4274,4.7474186e-15
3631.9725,5.2758417e-15
3632.5177,1.7999489e-14
3633.0629,1.8434356e-14
3633.6083,2.2940798e-14
3634.1537,9.5799267e-15
3634.6992,-1.1008117e-16
3635.2448,-1.9986362e-14
3635.7904,-2.2937288e-14
3636.3362,-2.5242762e-14
3636.8820,-9.4364168e-15
3637.4279,-1.8328007e-15
3637.9739,1.2671407e-14
3638.5200,1.2614276e-14
3639.0661,1.9158599e-14
3639.6124,1.1856736e-14
3640.1587,1.0952987e-14
3640.7051,-1.9418538e-15
3641.2516,-2.2231116e-15
3641.7981,-2.3412495e-15
3642.3448,9.7917087e-14
3642.8915,1.4812002e-12
3643.4383,1.9386146e-11
3643.9852,2.1683008e-10
3644.5322,2.0758114e-09
3645.0793,1.7015789e-08
3645.6264,1.1952704e-07
3646.1736,7.2019959e-07
3646.7209,3.7267265e-06
3647.2683,1.6585295e-05
3647.8158,6.3595587e-05
3648.3633,0.00021058573
3648.9110,0.00060393250
3649.4587,0.0015056458
3650.0065,0.0032788720
3650.5544,0.0062763627
3651.1023,0.010645919
3651.6504,0.016166927
3652.1985,0.022263894
3652.7467,0.028229396
3653.2950,0.033515085
3653.8434,0.037896006
3654.3918,0.041434971
3654.9404,0.044331537
3655.4890,0.046784630
3656.0377,0.048931452
3656.5865,0.050848371
3657.1353,0.052574356
3657.6843,0.054132264
3658.2333,0.055543463
3658.7824,0.056840913
3659.3316,0.058084152
3659.8809,0.059367712
3660.4303,0.060798068
3660.9797,0.062417995
3661.5293,0.064109469
3662.0789,0.065575814
3662.6286,0.066482509
3663.1783,0.066680502
3663.7282,0.066307772
3664.2781,0.065663367
3664.8281,0.064986544
3665.3783,0.064353746
3665.9284,0.063747354
3666.4787,0.063181745
3667.0291,0.062763184
3667.5795,0.062644565
3668.1300,0.062919748
3668.6806,0.063549816
3669.2313,0.064375443
3669.7821,0.065178661
3670.3329,0.065726853
3670.8838,0.065765695
3671.4349,0.065014437
3671.9860,0.063340597
3672.5371,0.061132722
3673.0884,0.059371548
3673.6397,0.058925569
3674.1912,0.059673697
3674.7427,0.060681607
3675.2943,0.061380880
3675.8459,0.062113888
3676.3977,0.063175552
3676.9495,0.063814001
3677.5015,0.062976654
3678.0535,0.061059254
3678.6056,0.060091122
3679.1577,0.061552325
3679.7100,0.064260031
3680.2623,0.065144123
3680.8148,0.062496833
3681.3673,0.058242416
3681.9198,0.056545767
3682.4725,0.059840796
3683.0253,0.066083282
3683.5781,0.070006788
3684.1310,0.067469648
3684.6840,0.059145831
3685.2371,0.050430506
3685.7903,0.047693809
3686.3435,0.053745227
3686.8969,0.065616208
3687.4503,0.076136131
3688.0038,0.078454999
3688.5574,0.070589347
3689.1110,0.056803272
3689.6648,0.045003885
3690.2186,0.042235356
3690.7725,0.050991285
3691.3265,0.067786566
3691.8806,0.084480863
3692.4348,0.092264324
3692.9890,0.086574480
3693.5434,0.069656792
3694.0978,0.048846046
3694.6523,0.032323953
3695.2069,0.025855319
3695.7615,0.031882763
3696.3163,0.049494524
3696.8711,0.073899445
3697.4260,0.096558010
3697.9810,0.10805786
3698.5361,0.10312231
3699.0913,0.083865444
3699.6465,0.058193017
3700.2018,0.034780810
3700.7573,0.019052468
3701.3128,0.012841773
3701.8683,0.016556797
3702.4240,0.030762303
3702.9797,0.055212443
3703.5356,0.086103490
3704.0915,0.11469420
3704.6475,0.13017104
3705.2036,0.12583008
3705.7597,0.10359275
3706.3160,0.072635871
3706.8723,0.043384148
3707.4287,0.022119184
3707.9852,0.0098346407
3708.5418,0.0046083570
3709.0985,0.0046595306
3709.6552,0.010199444
3710.2121,0.023571426
3710.7690,0.047510931
3711.3260,0.081734806
3711.8831,0.11976126
3712.4402,0.14943045
3712.9975,0.15877068
3713.5548,0.14365145
3714.1122,0.11067681
3714.6697,0.072611623
3715.2273,0.040565094
3715.7850,0.019297217
3716.3428,0.0078191689
3716.9006,0.0027138713
3717.4585,0.00088616960
3718.0165,0.00061663392
3718.5746,0.0016199137
3719.1328,0.0050686222
3719.6910,0.013821354
3720.2494,0.032129257
3720.8078,0.063592085
3721.3663,0.10716104
3721.9249,0.15374765
3722.4836,0.18781195
3723.0423,0.19533689
3723.6012,0.17297853
3724.1601,0.13042029
3724.7191,0.083721828
3725.2782,0.045757896
3725.8374,0.021292076
3726.3966,0.0084349634
3726.9560,0.0028447798
3727.5154,0.00081680530
3728.0749,0.00019997494
3728.6345,4.4130549e-05
3729.1942,2.3744588e-05
3729.7540,8.9065378e-05
3730.3138,0.00040186411
3730.8738,0.0015615879
3731.4338,0.0051665156
3731.9939,0.014549525
3732.5541,0.034876310
3733.1143,0.071163242
3733.6747,0.12360473
3734.2351,0.18275830
3734.7957,0.23003176
3735.3563,0.24647381
3735.9170,0.22481594
3736.4777,0.17456426
3737.0386,0.11538558
3737.5995,0.064924600
3738.1606,0.031097094
3738.7217,0.012678622
3739.2829,0.0044000015
3739.8442,0.0012997114
3740.4055,0.00032676641
3740.9670,6.9920671e-05
3741.5285,1.2733040e-05
3742.0901,1.9736043e-06
3742.6518,2.6395521e-07
3743.2136,6.8104557e-08
3743.7755,3.4903389e-07
3744.3374,2.6219187e-06
3744.8995,1.6887944e-05
3745.4616,9.2553000e-05
3746.0238,0.00043156422
3746.5861,0.0017122270
3747.1485,0.0057803870
3747.7109,0.016605395
3748.2735,0.040593214
3748.8361,0.084446725
3749.3988,0.14950248
3749.9616,0.22524696
3750.5245,0.28881573
3751.0875,0.31516499
3751.6505,0.29269257
3752.2137,0.23133475
3752.7769,0.15560438
3753.3402,0.089073457
3753.9036,0.043392213
3754.4671,0.017988768
3755.0306,0.0063460590
3755.5943,0.0019050431
3756.1580,0.00048661625
3756.7218,0.00010576231
3757.2857,1.9557700e-05
3757.8497,3.0769879e-06
3758.4138,4.1184390e-07
3758.9779,4.6893765e-08
3759.5422,4.5420224e-09
3760.1065,0.0000000
3760.6709,0.0000000
3761.2354,0.0000000
3761.7999,0.0000000
3762.3646,0.0000000
3762.9294,0.0000000
3763.4942,0.0000000
3764.0591,0.0000000
3764.6241,0.0000000
3765.1892,0.0000000
3765.7544,0.0000000
3766.3196,0.0000000
3766.8849,0.0000000
3767.4504,0.0000000
3768.0159,0.0000000
3768.5815,0.0000000
3769.1472,0.0000000
3769.7129,0.0000000
3770.2788,0.0000000
3770.8447,0.0000000
3771.4107,0.0000000
3771.9768,0.0000000
3772.5430,0.0000000
3773.1093,0.0000000
3773.6756,0.0000000
3774.2421,0.0000000
3774.8086,0.0000000
3775.3752,0.0000000
3775.9419,0.0000000
3776.5087,0.0000000
3777.0756,0.0000000
3777.6425,0.0000000
3778.2096,0.0000000
3778.7767,0.0000000
3779.3439,0.0000000
3779.9112,0.0000000
3780.4786,0.0000000
3781.0460,0.0000000
3781.6136,0.0000000
3782.1812,0.0000000
3782.7489,0.0000000
3783.3167,0.0000000
3783.8846,0.0000000
3784.4526,0.0000000
3785.0207,0.0000000
3785.5888,0.0000000
3786.1570,0.0000000
3786.7254,0.0000000
3787.2938,0.0000000
3787.8623,0.0000000
3788.4308,0.0000000
3788.9995,0.0000000
3789.5682,0.0000000
3790.1371,0.0000000
3790.7060,0.0000000
3791.2750,0.0000000
3791.8441,0.0000000
3792.4132,0.0000000
3792.9825,0.0000000
3793.5518,0.0000000
3794.1213,0.0000000
3794.6908,0.0000000
3795.2604,0.0000000
3795.8300,0.0000000
3796.3998,0.0000000
3796.9697,0.0000000
3797.5396,0.0000000
3798.1096,0.0000000
3798.6797,0.0000000
3799.2499,0.0000000
3799.8202,0.0000000
3800.3906,0.0000000
3800.9610,0.0000000
3801.5316,0.0000000
3802.1022,0.0000000
3802.6729,0.0000000
3803.2437,0.0000000
3803.8146,0.0000000
3804.3856,0.0000000
3804.9566,0.0000000
3805.5278,0.0000000
3806.0990,0.0000000
3806.6703,0.0000000
3807.2417,0.0000000
3807.8132,0.0000000
3808.3847,0.0000000
3808.9564,0.0000000
3809.5281,0.0000000
3810.0999,0.0000000
3810.6719,0.0000000
3811.2439,0.0000000
3811.8159,0.0000000
3812.3881,0.0000000
3812.9604,0.0000000
3813.5327,0.0000000
3814.1051,0.0000000
3814.6776,0.0000000
3815.2502,0.0000000
3815.8229,0.0000000
3816.3957,0.0000000
3816.9685,0.0000000
3817.5415,0.0000000
3818.1145,0.0000000
3818.6876,0.0000000
3819.2608,0.0000000
3819.8341,0.0000000
3820.4075,0.0000000
3820.9809,0.0000000
3821.5545,0.0000000
3822.1281,0.0000000
3822.7018,0.0000000
3823.2756,0.0000000
3823.8495,0.0000000
3824.4235,0.0000000
3824.9976,0.0000000
3825.5717,0.0000000
3826.1459,0.0000000
3826.7203,0.0000000
3827.2947,0.0000000
3827.8692,0.0000000
3828.4437,0.0000000
3829.0184,0.0000000
3829.5931,0.0000000
3830.1680,0.0000000
3830.7429,0.0000000
3831.3179,0.0000000
3831.8930,0.0000000
3832.4682,0.0000000
3833.0435,0.0000000
3833.6188,0.0000000
3834.1943,0.0000000
3834.7698,0.0000000
3835.3454,0.0000000
3835.9211,0.0000000
3836.4969,0.0000000
3837.0728,0.0000000
3837.6487,0.0000000
3838.2248,0.0000000
3838.8009,0.0000000
3839.3771,0.0000000
3839.9534,0.0000000
3840.5298,0.0000000
3841.1063,0.0000000
3841.6829,0.0000000
3842.2595,0.0000000
3842.8362,0.0000000
3843.4131,0.0000000
3843.9900,0.0000000
3844.5670,0.0000000
3845.1441,0.0000000
3845.7212,0.0000000
3846.2985,0.0000000
3846.8758,0.0000000
3847.4533,0.0000000
3848.0308,0.0000000
3848.6084,0.0000000
3849.1861,0.0000000
3849.7639,0.0000000
3850.3417,0.0000000
3850.9197,0.0000000
3851.4977,0.0000000
3852.0758,0.0000000
3852.6540,0.0000000
3853.2323,0.0000000
3853.8107,0.0000000
3854.3892,0.0000000
3854.9678,0.0000000
3855.5464,0.0000000
3856.1251,0.0000000
3856.7040,0.0000000
3857.2829,0.0000000
3857.8619,0.0000000
3858.4409,0.0000000
3859.0201,0.0000000
3859.5994,0.0000000
3860.1787,0.0000000
3860.7581,0.0000000
3861.3376,0.0000000
3861.9172,0.0000000
3862.4969,0.0000000
3863.0767,0.0000000
3863.6566,0.0000000
3864.2365,0.0000000
3864.8166,0.0000000
3865.3967,0.0000000
3865.9769,0.0000000
3866.5572,0.0000000
3867.1376,0.0000000
3867.7180,0.0000000
3868.2986,0.0000000
3868.8792,0.0000000
3869.4600,0.0000000
3870.0408,0.0000000
3870.6217,0.0000000
3871.2027,0.0000000
3871.7838,0.0000000
3872.3650,0.0000000
3872.9462,0.0000000
3873.5276,0.0000000
3874.1090,0.0000000
3874.6905,0.0000000
3875.2721,0.0000000
3875.8538,0.0000000
3876.4356,0.0000000
3877.0175,0.0000000
3877.5994,0.0000000
3878.1815,0.0000000
3878.7636,0.0000000
3879.3458,0.0000000
3879.9281,0.0000000
3880.5105,0.0000000
3881.0930,0.0000000
3881.6755,0.0000000
3882.2582,0.0000000
3882.8409,0.0000000
3883.4238,0.0000000
3884.0067,0.0000000
3884.5897,0.0000000
3885.1728,0.0000000
3885.7560,0.0000000
3886.3392,0.0000000
3886.9226,0.0000000
3887.5060,0.0000000
3888.0896,0.0000000
3888.6732,0.0000000
3889.2569,0.0000000
3889.8407,0.0000000
3890.4245,0.0000000
3891.0085,0.0000000
3891.5926,0.0000000
3892.1767,0.0000000
3892.7609,0.0000000
3893.3453,0.0000000
3893.9297,0.0000000
3894.5142,0.0000000
3895.0987,0.0000000
3895.6834,0.0000000
3896.2682,0.0000000
3896.8530,0.0000000
3897.4379,0.0000000
3898.0230,0.0000000
3898.6081,0.0000000
3899.1933,0.0000000
3899.7786,0.0000000
3900.3639,0.0000000
3900.9494,0.0000000
3901.5349,0.0000000
3902.1206,0.0000000
3902.7063,0.0000000
3903.2921,0.0000000
3903.8780,0.0000000
3904.4640,0.0000000
3905.0501,0.0000000
3905.6362,0.0000000
3906.2225,0.0000000
3906.8088,0.0000000
3907.3952,0.0000000
3907.9818,0.0000000
3908.5684,0.0000000
3909.1551,0.0000000
3909.7418,0.0000000
3910.3287,0.0000000
3910.9157,0.0000000
3911.5027,0.0000000
3912.0898,0.0000000
3912.6771,0.0000000
3913.2644,0.0000000
3913.8518,0.0000000
3914.4392,0.0000000
3915.0268,0.0000000
3915.6145,0.0000000
3916.2022,0.0000000
3916.7901,0.0000000
3917.3780,0.0000000
3917.9660,0.0000000
3918.5541,0.0000000
3919.1423,0.0000000
3919.7306,0.0000000
3920.3189,0.0000000
3920.9074,0.0000000
3921.4959,0.0000000
3922.0846,0.0000000
3922.6733,0.0000000
3923.2621,0.0000000
3923.8510,0.0000000
3924.4400,0.0000000
3925.0290,0.0000000
3925.6182,0.0000000
3926.2075,0.0000000
3926.7968,0.0000000
3927.3862,0.0000000
3927.9757,0.0000000
3928.5653,0.0000000
3929.1550,0.0000000
3929.7448,0.0000000
3930.3347,0.0000000
3930.9247,0.0000000
3931.5147,0.0000000
3932.1048,0.0000000
3932.6951,0.0000000
3933.2854,0.0000000
3933.8758,0.0000000
3934.4663,0.0000000
3935.0568,0.0000000
3935.6475,0.0000000
3936.2383,0.0000000
3936.8291,0.0000000
3937.4200,0.0000000
3938.0111,0.0000000
3938.6022,0.0000000
3939.1934,0.0000000
3939.7847,0.0000000
3940.3760,0.0000000
3940.9675,0.0000000
3941.5591,0.0000000
3942.1507,0.0000000
3942.7424,0.0000000
3943.3343,0.0000000
3943.9262,0.0000000
3944.5182,0.0000000
3945.1102,0.0000000
3945.7024,0.0000000
3946.2947,0.0000000
3946.8870,0.0000000
3947.4795,0.0000000
3948.0720,0.0000000
3948.6646,0.0000000
3949.2573,0.0000000
3949.8501,0.0000000
3950.4430,0.0000000
3951.0360,0.0000000
3951.6291,0.0000000
3952.2222,0.0000000
3952.8155,0.0000000
3953.4088,0.0000000
3954.0022,0.0000000
3954.5957,0.0000000
3955.1893,0.0000000
3955.7830,0.0000000
3956.3768,0.0000000
3956.9707,0.0000000
3957.5646,0.0000000
3958.1587,0.0000000
3958.7528,0.0000000
3959.3470,0.0000000
3959.9414,0.0000000
3960.5358,0.0000000
3961.1302,0.0000000
3961.7248,0.0000000
3962.3195,0.0000000
3962.9143,0.0000000
3963.5091,0.0000000
3964.1040,0.0000000
3964.6991,0.0000000
3965.2942,0.0000000
3965.8894,0.0000000
3966.4847,0.0000000
3967.0801,0.0000000
3967.6755,0.0000000
3968.2711,0.0000000
3968.8668,0.0000000
3969.4625,0.0000000
3970.0583,0.0000000
3970.6543,0.0000000
3971.2503,0.0000000
3971.8464,0.0000000
3972.4426,0.0000000
3973.0388,0.0000000
3973.6352,0.0000000
3974.2317,0.0000000
3974.8282,0.0000000
3975.4248,0.0000000
3976.0216,0.0000000
3976.6184,0.0000000
3977.2153,0.0000000
3977.8123,0.0000000
3978.4094,0.0000000
3979.0065,0.0000000
3979.6038,0.0000000
3980.2012,0.0000000
3980.7986,0.0000000
3981.3961,0.0000000
3981.9938,0.0000000
3982.5915,0.0000000
3983.1893,0.0000000
3983.7872,0.0000000
3984.3852,0.0000000
3984.9832,0.0000000
3985.5814,0.0000000
3986.1796,0.0000000
3986.7780,0.0000000
3987.3764,0.0000000
3987.9749,0.0000000
3988.5735,0.0000000
3989.1722,0.0000000
3989.7710,0.0000000
3990.3699,0.0000000
3990.9689,0.0000000
3991.5679,0.0000000
3992.1671,0.0000000
3992.7663,0.0000000
3993.3657,0.0000000
3993.9651,0.0000000
3994.5646,0.0000000
3995.1642,0.0000000
3995.7639,0.0000000
3996.3637,0.0000000
3996.9635,0.0000000
3997.5635,0.0000000
3998.1635,0.0000000
3998.7637,0.0000000
3999.3639,0.0000000
3999.9642,0.0000000
4000.5646,0.0000000
4001.1651,0.0000000
4001.7657,0.0000000
4002.3664,0.0000000
4002.9672,0.0000000
4003.5680,0.0000000
4004.1690,0.0000000
4004.7700,0.0000000
4005.3712,0.0000000
4005.9724,0.0000000
4006.5737,0.0000000
4007.1751,0.0000000
4007.7766,0.0000000
4008.3782,0.0000000
4008.9798,0.0000000
4009.5816,0.0000000
4010.1835,0.0000000
4010.7854,0.0000000
4011.3874,0.0000000
4011.9896,0.0000000
4012.5918,0.0000000
4013.1941,0.0000000
4013.7965,0.0000000
4014.3990,0.0000000
4015.0015,0.0000000
4015.6042,0.0000000
4016.2070,0.0000000
