wave_bin_log10,wave_bin_Ang,median,scatter,p16,p84,p023,p977
3.555199980735779,3590.872464412352,1.0,0.3959443220391036,0.64717860897403,1.4390672530522373,0.10824531353771248,12.861983912462236
3.5591999292373657,3624.097968497791,0.8227593188829481,4.7339363601083395,0.1037475516792136,9.571620271895892,0.0017430906231684941,463.58772860305277
3.563199996948242,3657.6319043925905,0.9692665214792204,1.3134755158638172,0.2745554651278739,2.901506496855508,0.0036020005091622147,66.25191054149607
3.5672000646591187,3691.4761312525825,0.9604400495912364,1.062280187124931,0.3852367377439611,2.5097971119938234,0.014965620831382483,22.062803822384442
3.5712000131607056,3725.6324975662783,0.9521156382332643,0.6730387426450897,0.4109735383571751,1.7570510236473544,0.03376472006977763,6.466795581024761
3.5751999616622925,3760.104904758548,0.9811842221407611,0.5721324588039336,0.5037313287726416,1.647996246380509,0.033956618753257645,7.846615573034272
3.5791999101638794,3794.896277081814,0.9860594173420849,0.5185980338415026,0.6025039839958952,1.6397000516789004,0.08655433293154476,8.0589606437741
3.583199977874756,3830.010617143604,0.9498625551574984,0.48778087903600414,0.5994621228536731,1.5750238809256814,0.1604888710015442,4.610065616683806
3.5872000455856323,3865.44987171898,0.9346789705523904,0.4892846316829876,0.5933305604708036,1.5718998238367787,0.22953219612747774,3.9456319723250717
3.5911999940872192,3901.2159764129474,0.9522032436171096,0.45036547688634415,0.6201495642870675,1.5208805180597558,0.19891592255005203,3.2892153818343184
3.595199942588806,3937.3130165186867,0.9241764536500582,0.4303373826756565,0.622229683570895,1.482904448922208,0.12302740733210982,2.8749713991558057
3.5992000102996826,3973.7451448555557,0.9310251132415999,0.41706158161782136,0.6222832219620578,1.4564063851977005,0.2579716346548104,2.7313274953511635
3.603200078010559,4010.51438125815,0.940487641533337,0.3584513748576267,0.6375475485353688,1.3544502982506221,0.33203319127814396,2.404664215504407
3.607200026512146,4047.6227339718157,0.9577599575439075,0.34624365370271687,0.6731516035686306,1.3656389109740643,0.3420734419207085,2.3153430221897073
3.611199975013733,4085.07444160463,0.9856905622343604,0.33250522976984614,0.6825637405332262,1.3475742000729185,0.39598827392122754,2.4420150840256523
3.61519992351532,4122.872681139452,0.9990721814285465,0.38081662092067015,0.6789899996400437,1.440623241481384,0.3595109534051896,2.1354253975834485
3.6191999912261963,4161.021801111797,1.0326980751943466,0.32142213876230646,0.7106507890542954,1.3534950665789083,0.36186666006919904,1.982581293824767
3.6232000589370728,4199.523916548037,1.0123121532291202,0.30560693655096915,0.70314883716229,1.3143627102642284,0.41581368610721453,1.952483336405493
3.6272000074386597,4238.381130339114,1.0198329594763087,0.3155501653132596,0.6893507632261889,1.320451093852708,0.4278688708590913,2.0883704313637117
3.6311999559402466,4277.597880852356,1.0320424921769407,0.32788299343814703,0.7287266121989474,1.3844925990752415,0.46408787001967244,1.9731575838597288
3.635200023651123,4317.178679817262,1.0314419857297472,0.3192198783594683,0.7426996119727334,1.38113936869167,0.4892475345801774,1.814254638617193
3.6392000913619995,4357.125721633958,1.0121393749467815,0.3194321260014896,0.7416611873263017,1.380525439329281,0.46401797187299204,1.9702799048458055
3.6432000398635864,4397.441188111716,0.9733938438834101,0.2814282113347304,0.7383957846155917,1.3012522072850525,0.5021023240974044,1.9652389816532236
3.6471999883651733,4438.1296841831,0.9725738163837045,0.2661013047991899,0.7529179516459501,1.28512056124433,0.4721406146335522,2.0181839920761933
3.6511999368667603,4479.1946614038,0.9906463363573488,0.2972827603955741,0.7332502252307966,1.3278157460219449,0.42595896015217,2.1053974243931406
3.6552000045776367,4520.640844134369,0.9933295783459546,0.2901083743722691,0.7526859813200089,1.332902730064547,0.501545829362906,1.9837106017002193
3.659200072288513,4562.470530193726,0.973777565959776,0.2594514027196179,0.8002827783518865,1.3191855837911224,0.5098983894483458,1.8160517855621972
3.6632000207901,4604.686004216542,0.9819007367525636,0.2417185478072978,0.8017850630156408,1.2852221586302364,0.5457303779889663,1.648071222332634
3.667199969291687,4647.292088158956,0.9913763598320641,0.23733810446041614,0.7695482045901865,1.2442244135110188,0.5643694131092126,1.7063127735853922
3.671199917793274,4690.29239624331,0.9833682387995891,0.22222365710749964,0.7703941445383485,1.2148414587533478,0.5774545797632111,1.5679464549099151
3.6751999855041504,4733.69187548219,1.0101648869118018,0.2344899467773806,0.7737395330566589,1.24271942661142,0.6141025539697796,1.4846811146903853
3.679200053215027,4777.49293198728,0.9936452318658038,0.22641262797342432,0.8025823842822948,1.2554076402291434,0.5533929950117352,1.541785581343644
3.6832000017166138,4821.697958064661,0.9857935206201669,0.21384759461754071,0.8192159613034818,1.2469111505385633,0.6064408343455229,1.500537425570615
3.6871999502182007,4866.312002922043,0.9937047027259736,0.19802958616992866,0.8277434958957536,1.223802668235611,0.6471614814270947,1.4556481491121573
3.691200017929077,4911.340199225942,0.9817910774782745,0.17901563286360866,0.8316919680815376,1.1897232338087549,0.7099797897448805,1.4016764783118163
3.6952000856399536,4956.7850433857875,0.9793692245776834,0.19142035579352668,0.8199232574906565,1.2027639690777099,0.7136948046971913,1.4342655736128542
3.6992000341415405,5002.649017487304,0.9975042014712752,0.18608429219251638,0.8297596666773625,1.2019282510623952,0.6986511834056524,1.4443272307764483
3.7031999826431274,5048.937360227357,0.9949830920669143,0.18112961056347332,0.8249505248235933,1.18720974595054,0.7183623165383084,1.3729895660194285
3.7071999311447144,5095.653998189829,0.9888602364898568,0.17306178399667904,0.8253478364254272,1.1714714044187853,0.7166369170473803,1.3989282065984097
3.711199998855591,5142.804305936119,0.9944378973702745,0.16874567113571265,0.8319299135927843,1.1694212558642096,0.6917333018210254,1.4267708401881145
3.7152000665664673,5190.3908975276945,0.9989581821044968,0.16325549387672095,0.8472482620678171,1.173759249821259,0.6816796390271116,1.4372657534057094
3.719200015068054,5238.416372027261,0.9997777946844447,0.16385986116838713,0.849195752922115,1.1769154752588893,0.6961134638798606,1.4164959506701982
3.723199963569641,5286.886215023621,1.0091360553115254,0.15663860477855795,0.8539411793635938,1.1672183889207097,0.7417278210482687,1.3560037138361238
3.727199912071228,5335.804538154672,1.009758317401673,0.1635834746082393,0.8440585766522002,1.1712255258686788,0.7191553478869428,1.3455306385102395
3.7311999797821045,5385.176969276844,1.0087041895273607,0.16137706191334827,0.8509744603390038,1.1737285841657004,0.7205015374612658,1.3684610548891576
3.735200047492981,5435.006245648402,1.002447782074825,0.1493751907639823,0.8677701558904385,1.1665205374184031,0.7264988437808821,1.3882981406588866
3.739199995994568,5485.295088821987,0.9926810305009531,0.1653983479681052,0.8541363540751398,1.1849330500113502,0.7199530711758843,1.3722662693138976
3.743199944496155,5536.049242913983,0.9962420781924739,0.1719009187982568,0.8472097161762283,1.191011553772742,0.7192828770701049,1.3838568067145225
3.7472000122070312,5587.274546985794,0.9978656698104713,0.16057122982310507,0.8538648725838677,1.1750073322300778,0.7121736898323423,1.391022788657507
3.7512000799179077,5638.973841020864,0.9915634767988184,0.1588309683694053,0.8598669054765441,1.1775288422153547,0.7400048836074246,1.3460845317614936
3.7552000284194946,5691.149948707602,0.9942683009154567,0.15177101119273778,0.8581768184823472,1.1617188408678227,0.7714201187205038,1.3375002496974855
3.7591999769210815,5743.808829730427,0.995345777536715,0.15275317779645553,0.8612460828793375,1.1667524384722485,0.7644739272293292,1.3154746684044565
3.7631999254226685,5796.954951078242,1.0007759611387943,0.16029555811817325,0.8532697378548494,1.173860854091196,0.7412995366512426,1.342040592355354
3.767199993133545,5850.594426998667,1.0006421703278998,0.18588173442923,0.8350041035157553,1.2067675723742153,0.7288584970346718,1.400044370459768
3.7712000608444214,5904.730231319312,1.0057056446061985,0.1899766945080899,0.8188917617286674,1.1988451507448472,0.6706235899911033,1.4729120850951145
3.7752000093460083,5959.365320804792,1.0011278616368053,0.19726635277957993,0.8026788709013402,1.1972115764605,0.6543370160169355,1.4545805778599235
3.779199957847595,6014.505936010524,0.9947790769286287,0.182513833089274,0.816889162577434,1.181916828755982,0.6949257381114383,1.4129688870430612
3.7832000255584717,6070.15842064263,0.9909073644426603,0.15839967658687365,0.84255681882606,1.1593561719998073,0.7404977100709286,1.3856509831444181
3.787200093269348,6126.3258601319885,0.9928253339858237,0.16174242457874988,0.8434219312502693,1.166906780407769,0.7508492443986814,1.3582528130600355
3.791200041770935,6183.011322206135,0.9965606045295727,0.1520660780374135,0.8614032025352004,1.1655353586100274,0.7381586500450568,1.3157082577554606
3.795199990272522,6240.22128161913,1.0078054649453878,0.1383265221514441,0.8756134432710473,1.1522664875739355,0.7688777315895268,1.2780988493511916
