flux,lam
1.0259710471476261e-12,100.0
1.1671123749624558e-12,100.200200133
1.3277719618336582e-12,100.400801068
1.5106412910259436e-12,100.601803605
1.7187811054994329e-12,100.80320855
1.955675558015555e-12,101.005016708
2.2252987089086345e-12,101.207228887
2.5321670013395273e-12,101.409845894
2.881412200375077e-12,101.612868541
3.278882552523936e-12,101.816297639
3.718045738641026e-12,102.020134003
4.081888961625026e-12,102.224378447
4.481345477449198e-12,102.429031789
4.919900532442548e-12,102.634094847
5.401381060353772e-12,102.839568442
5.929988796768321e-12,103.045453395
6.510336583359068e-12,103.251750531
7.147488807105908e-12,103.458460673
7.847005600216334e-12,103.665584649
8.614991278291246e-12,103.873123288
9.618724804050893e-12,104.081077419
1.1026395157598434e-11,104.289447875
1.2640086713988221e-11,104.498235489
1.4489952486680644e-11,104.707441096
1.6610558757570844e-11,104.917065532
1.9041531030346117e-11,105.127109638
2.1828294237993076e-11,105.337574251
2.502292177282535e-11,105.548460216
2.868510846913138e-11,105.759768374
3.288328615595229e-11,105.971499571
3.680673745715729e-11,106.183654655
4.1046623527274e-11,106.396234473
4.577643178196368e-11,106.609239876
5.105402113391924e-11,106.822671717
5.694510948628829e-11,107.036530848
6.352516811633744e-11,107.250818125
7.088235088230869e-11,107.465534406
7.912225344870806e-11,107.68068055
8.8375947244631e-11,107.896257416
9.790625155100345e-11,108.112265867
1.0757710383879308e-10,108.328706767
1.1820494207537532e-10,108.545580983
1.2988453561181324e-10,108.762889381
1.4272004131063014e-10,108.980632831
1.5682593281609476e-10,109.198812203
1.7232802459747086e-10,109.417428371
1.8936459635743588e-10,109.636482208
2.08087622176163e-10,109.855974592
2.2986695959105445e-10,110.075906399
2.564695627702574e-10,110.296278511
2.8615091071462445e-10,110.517091808
3.192673080316168e-10,110.738347173
3.5621629942425215e-10,110.960045492
3.9744143674706155e-10,111.182187651
4.434376051613963e-10,111.404774539
4.94756964103188e-10,111.627807046
5.52015573205848e-10,111.851286065
6.159007911505313e-10,112.075212488
6.87179529351151e-10,112.299587213
7.667074518456449e-10,112.524411137
8.554392495125451e-10,112.749685158
9.54440105998547e-10,112.975410178
1.0648984799842544e-09,113.2015871
1.1881403687614668e-09,113.428216828
1.3256452320962383e-09,113.65530027
1.479063755799426e-09,113.882838332
1.6422505337574777e-09,114.110831927
1.8142496272994807e-09,114.339281964
2.0045129762284938e-09,114.568189359
2.2150591357850837e-09,114.797555027
2.4481544382286717e-09,115.027379886
2.7063507949029314e-09,115.257664854
2.9925313004162218e-09,115.488410852
3.309965575457592e-09,115.719618805
3.662377574542341e-09,115.951289636
4.054029261345605e-09,116.183424273
4.489824549476817e-09,116.416023643
4.97543930922619e-09,116.649088678
5.517485050167643e-09,116.882620309
6.123716279180686e-09,117.116619471
6.803294356802132e-09,117.351087099
7.567125054794953e-09,117.586024132
8.428292102184334e-09,117.821431509
9.386823415055185e-09,118.057310172
1.0410261181710506e-08,118.293661065
1.1552147960645756e-08,118.530485132
1.2827578074290193e-08,118.767783321
1.4253836668033022e-08,119.005556582
1.5850766126477112e-08,119.243805865
1.7641202375002672e-08,119.482532123
1.9651495818560528e-08,119.721736312
2.1912135264320732e-08,119.961419388
2.4458498020911466e-08,120.20158231
2.7331754531771675e-08,120.442226038
3.057996406113934e-08,120.683351535
3.425940713712772e-08,120.924959766
3.651701875868889e-08,121.167051696
3.8046532214231956e-08,121.409628296
3.964097934340549e-08,121.652690533
4.130315980809804e-08,121.896239382
4.3035996162919675e-08,122.140275816
4.4842539192512095e-08,122.384800811
4.672597365947601e-08,122.629815346
4.868962444997647e-08,122.8753204
5.073696278001882e-08,123.121316955
5.28716126429064e-08,123.367805996
5.5097357721214447e-08,123.614788508
5.7418148587390514e-08,123.862265479
5.983811037718761e-08,124.1102379
6.236155048568826e-08,124.358706762
6.499296661162629e-08,124.607673059
6.773705534237602e-08,124.857137786
7.146760749989378e-08,125.107101943
7.665811184539184e-08,125.357566528
8.224372875676546e-08,125.608532543
8.825536558001525e-08,125.860000993
9.472637021291505e-08,126.111972883
1.016927317401394e-07,126.364449221
1.0919342340115984e-07,126.617431017
1.17270423786127e-07,126.870919282
1.146496622696038e-07,127.124915032
1.0239842358159937e-07,127.379419282
9.217735217112235e-08,127.634433049
8.350178252405717e-08,127.889957354
7.833687428992761e-08,128.145993219
7.525776891708935e-08,128.402541669
7.231422079599061e-08,128.659603728
6.949904747577467e-08,128.917180427
6.680553404579994e-08,129.175272794
6.422740528964667e-08,129.433881862
6.175879102818898e-08,129.693008667
5.939419067029242e-08,129.952654243
5.71284467790362e-08,130.21281963
5.495672051204905e-08,130.473505869
5.287446707535115e-08,130.734714001
5.087741205845422e-08,130.996445073
5.131001186374685e-08,131.258700131
5.178364966501147e-08,131.521480224
5.2264812136006537e-08,131.784786403
5.298002015120031e-08,132.048619721
5.4737613755452886e-08,132.312981234
5.6553657913699084e-08,132.577871999
5.843010463915131e-08,132.843293075
6.036896299866596e-08,133.109245525
6.237231280337661e-08,133.375730412
6.444230393630542e-08,133.642748803
6.658115751758108e-08,133.910301764
7.094527529800837e-08,134.178390367
7.682409851369875e-08,134.447015683
8.324344167148882e-08,134.716178788
9.024965151657848e-08,134.985880758
9.789332742419557e-08,135.256122671
1.0622972599892311e-07,135.526905609
1.1531919482353161e-07,135.798230655
1.2522767972195256e-07,136.070098894
1.3602728503429838e-07,136.342511413
1.4779691329789028e-07,136.615469303
1.6062298135811405e-07,136.888973655
1.7257578714233443e-07,137.163025563
1.8408739400333072e-07,137.437626123
1.965904032742642e-07,137.712776434
2.102608026760808e-07,137.988477596
2.2533461176139238e-07,138.264730712
2.4213262962939584e-07,138.541536887
2.610959634027659e-07,138.818897229
2.8283684835722446e-07,139.096812846
3.082113607062582e-07,139.375284851
3.384236319454522e-07,139.654314357
3.751750822997976e-07,139.933902481
4.1609155969185996e-07,140.214050341
4.6056896551000516e-07,140.494759056
5.098377873610909e-07,140.776029751
5.644187521447843e-07,141.057863551
6.248897968943886e-07,141.340261582
6.91892313195984e-07,141.623224974
7.661382142311212e-07,141.906754859
8.484178220576491e-07,142.190852372
9.396085448289964e-07,142.475518648
1.04068478681947e-06,142.760754826
1.1460850970558423e-06,143.046562048
1.2254754470695195e-06,143.332941456
1.31081923836725e-06,143.619894196
1.4026074587028369e-06,143.907421416
1.5013735281141883e-06,144.195524265
1.607695829211625e-06,144.484203897
1.7222079270237695e-06,144.773461466
1.8456015802039416e-06,145.063298129
1.9786315309914764e-06,145.353715046
2.122122980841315e-06,145.644713377
2.27697645536819e-06,145.936294288
2.4441756481827846e-06,146.228458943
2.624799091532113e-06,146.521208513
2.820027029740037e-06,146.814544168
3.0695012096247593e-06,147.108467081
3.415337684025493e-06,147.402978429
3.8018665428163678e-06,147.698079388
4.23393727436557e-06,147.99377114
4.716986071048969e-06,148.290054867
5.257104290465003e-06,148.586931755
5.861146819930431e-06,148.884402991
6.536776788694739e-06,149.182469764
7.292575776348724e-06,149.481133268
8.138197319692375e-06,149.780394696
9.084470605330968e-06,150.080255246
1.0143547239901319e-05,150.380716117
1.1329066000803799e-05,150.681778511
1.2656343094563399e-05,150.983443633
1.3842748216076365e-05,151.285712688
1.5131212240140665e-05,151.588586887
1.6550617973665474e-05,151.89206744
1.8115539887527973e-05,152.196155562
1.9842333432391673e-05,152.500852468
2.1749375680802772e-05,152.806159378
2.3857340344067523e-05,153.112077513
2.6189521034524085e-05,153.418608097
2.877219607714618e-05,153.725752355
3.163505865528808e-05,154.033511516
3.481172330358758e-05,154.341886812
3.834028405656042e-05,154.650879475
4.2263998089616745e-05,154.960490742
4.6413890366972293e-05,155.270721851
5.096891465773596e-05,155.581574043
5.600672720148439e-05,155.893048562
6.158312617699477e-05,156.205146653
6.776113070797395e-05,156.517869565
7.461183809008132e-05,156.831218549
8.22155155575917e-05,157.145194858
9.06631765637256e-05,157.459799747
0.00010005802603620733,157.775034477
0.00011051756186370588,158.090900306
0.0001221753644470685,158.407398499
