flux,lam
5.6743146345884095e-09,100.0
4.370570636149675e-09,100.200200133
3.366397167544445e-09,100.400801068
2.5929610657617384e-09,100.601803605
1.9972390541225968e-09,100.80320855
1.5383902070084275e-09,101.005016708
1.1849895071087773e-09,101.207228887
9.128154057195547e-10,101.409845894
7.031802020626986e-10,101.612868541
5.417165857393158e-10,101.816297639
4.2530939837643597e-10,102.020134003
3.967266268226319e-10,102.224378447
3.700738350702495e-10,102.429031789
3.452212059854603e-10,102.634094847
3.220478942781785e-10,102.839568442
3.004413031673303e-10,103.045453395
2.8029629206391677e-10,103.251750531
2.6151499966647266e-10,103.458460673
2.440062786320715e-10,103.665584649
2.2768500063353538e-10,103.873123288
2.2201570483842668e-10,104.081077419
2.3191941371221481e-10,104.289447875
2.4226599112956275e-10,104.498235489
2.5307519873394143e-10,104.707441096
2.6436785812780093e-10,104.917065532
2.761657148989009e-10,105.127109638
2.884914527690618e-10,105.337574251
3.013687268129894e-10,105.548460216
3.148221822339521e-10,105.759768374
3.288777115983242e-10,105.971499571
6.300905984321856e-10,106.183654655
1.328112989211781e-09,106.396234473
2.801422887862672e-09,106.609239876
5.911286229559053e-09,106.822671717
1.2475759732776994e-08,107.036530848
2.63326043387206e-08,107.250818125
5.5583002707351447e-08,107.465534406
1.1732785410100106e-07,107.68068055
2.476656861856376e-07,107.896257416
3.939055766203292e-07,108.112265867
4.821673188794183e-07,108.328706767
5.902057977563699e-07,108.545580983
7.224523762494503e-07,108.762889381
8.843313516107432e-07,108.980632831
1.0824824388600525e-06,109.198812203
1.3250331150223079e-06,109.417428371
1.621931977677795e-06,109.636482208
1.985356801246312e-06,109.855974592
2.359873844101249e-06,110.075906399
2.652845549746047e-06,110.296278511
2.9821888849157167e-06,110.517091808
3.352419284471019e-06,110.738347173
3.7686127696197667e-06,110.960045492
4.236475531676712e-06,111.182187651
4.7624221716689735e-06,111.404774539
5.353663645373807e-06,111.627807046
6.0183061300050115e-06,111.851286065
6.765462155521705e-06,112.075212488
7.605375565195315e-06,112.299587213
8.549561934752415e-06,112.524411137
9.61096646262507e-06,112.749685158
1.0804141472779313e-05,112.975410178
1.214544591671593e-05,113.2015871
1.3653269656256798e-05,113.428216828
1.5348285619959385e-05,113.65530027
1.7253733204243483e-05,113.882838332
1.9328443302152075e-05,114.110831927
2.1573145342884468e-05,114.339281964
2.4078535125475055e-05,114.568189359
2.6874887529468607e-05,114.797555027
2.9995993416762764e-05,115.027379886
3.34795679123367e-05,115.257664854
3.7367706204774655e-05,115.488410852
4.170739221223196e-05,115.719618805
4.655106623833352e-05,115.951289636
5.195725880357228e-05,116.183424273
5.7991297805445195e-05,116.416023643
6.472609804685859e-05,116.649088678
7.224304216416038e-05,116.882620309
8.063296423079481e-05,117.116619471
8.99972472267407e-05,117.351087099
0.00010044904828075828,117.586024132
0.000112114665962946,117.821431509
0.00014016600949004387,118.057310172
0.00024961668972438067,118.293661065
0.00044453358090320227,118.530485132
0.0007916542643027247,118.767783321
0.001409829371464546,119.005556582
0.002510715838557602,119.243805865
0.00447124611661211,119.482532123
0.007962686070392432,119.721736312
0.01418046962764226,119.961419388
0.025253503373453185,120.20158231
0.04497308268184494,120.442226038
0.08009099323287852,120.683351535
0.14263125463815357,120.924959766
0.16859376531362608,121.167051696
0.16574031779748133,121.409628296
0.16293516486826307,121.652690533
0.16017748910908255,121.896239382
0.15746648698318488,122.140275816
0.15480136854150411,122.384800811
0.15218135719364692,122.629815346
0.14960568951398717,122.8753204
0.14707361498665553,123.121316955
0.14458439578788942,123.367805996
0.14213730660145385,123.614788508
0.13973163437664546,123.862265479
0.13736667812167655,124.1102379
0.13504174872799174,124.358706762
0.13275616874041712,124.607673059
0.13050927217858754,124.857137786
0.12066468508928807,125.107101943
0.10278698997494481,125.357566528
0.08755805650225972,125.608532543
0.0745854437446388,125.860000993
0.06353485497358985,126.111972883
0.05412152284847063,126.364449221
0.04610287125746454,126.617431017
0.03927226418576919,126.870919282
0.03753768331833598,127.124915032
0.04041964186893813,127.379419282
0.04352286299947055,127.634433049
0.046864334173372726,127.889957354
0.042148789076125265,128.145993219
0.0330931961203444,128.402541669
0.025983181483702288,128.659603728
0.02040074101349848,128.917180427
0.016017678128853612,129.175272794
0.012576308648590741,129.433881862
0.009874311384809984,129.693008667
0.007752833540220509,129.952654243
0.006087151527742418,130.21281963
0.004779338414769204,130.473505869
0.0037525067058914656,130.734714001
0.0029462880346078795,130.996445073
0.0012559010092340137,131.258700131
0.0005308694665476305,131.521480224
0.00022439992494958344,131.784786403
0.00010463763191645145,132.048619721
7.53737363510645e-05,132.312981234
5.429451603268383e-05,132.577871999
3.911087216310105e-05,132.843293075
2.817392316088912e-05,133.109245525
2.0295950905380626e-05,133.375730412
1.4621421459062917e-05,133.642748803
1.0534078690264379e-05,133.910301764
1.2769782523938999e-05,134.178390367
2.011531611615256e-05,134.447015683
3.168791976954394e-05,134.716178788
4.9920219136306746e-05,134.985880758
7.864480424087628e-05,135.256122671
0.00012389988403583863,135.526905609
0.0001951985854793399,135.798230655
0.00030752877218235744,136.070098894
0.0004845036935791845,136.342511413
0.0007633258205722806,136.615469303
0.0012026073211625216,136.888973655
0.0018635828756127406,137.163025563
0.0028554374419910546,137.437626123
0.004375189575245279,137.712776434
0.006703803857437442,137.988477596
0.01027178358041942,138.264730712
0.015738760186152993,138.541536887
0.02411544291272611,138.818897229
0.03695047395460343,139.096812846
0.05661673446562221,139.375284851
0.08675003164843473,139.654314357
0.13292127032526768,139.933902481
0.14811146814921242,140.214050341
0.14956309346777713,140.494759056
0.1510289460748446,140.776029751
0.15250916543549292,141.057863551
0.154003892379456,141.340261582
0.1555132690628718,141.623224974
0.1570374390762599,141.906754859
0.15857654744300245,142.190852372
0.16013074056469787,142.475518648
0.1617001662719289,142.760754826
0.16251351682984555,143.046562048
0.15940063014888975,143.332941456
0.15634736990556777,143.619894196
0.153352594143868,143.907421416
0.1504151826746391,144.195524265
0.1475340365301959,144.484203897
0.1447080779956378,144.773461466
0.1419362500225285,145.063298129
0.13921751577316943,145.353715046
0.13655085833779682,145.644713377
0.1339352801745226,145.936294288
0.13136980283819427,146.228458943
0.12885346678526285,146.521208513
0.12638533084239253,146.814544168
0.1103381475469166,147.108467081
0.07892263467163452,147.402978429
0.056451769868742355,147.698079388
0.040378826958265016,147.99377114
0.02888218542749666,148.290054867
0.020658877483816705,148.586931755
0.014776918792532796,148.884402991
0.010569679033955478,149.182469764
0.007560330105055821,149.481133268
0.0054078082304643916,149.780394696
0.0038681576653944254,150.080255246
0.002766881216607858,150.380716117
0.0019791647882923557,150.681778511
0.0014157318485246248,150.983443633
0.001763513313292524,151.285712688
0.0022685682894960342,151.588586887
0.0029182794458523964,151.89206744
