flux,lam
2.8955824508928044e-26,100.0
2.611055159449731e-26,100.200200133
2.3545822690207833e-26,100.400801068
2.1234424378532242e-26,100.601803605
1.915173642693168e-26,100.80320855
1.727548930049566e-26,101.005016708
1.558554379832698e-26,101.207228887
1.4063691024433466e-26,101.409845894
1.2693470705157821e-26,101.612868541
1.1460006367675758e-26,101.816297639
1.042244710167778e-26,102.020134003
1.010524517297049e-26,102.224378447
9.797612428769213e-27,102.429031789
9.49927536426586e-27,102.634094847
9.20996778586861e-27,102.839568442
8.929430634576622e-27,103.045453395
8.657411803550084e-27,103.251750531
8.393665973278156e-27,103.458460673
8.137954433366077e-27,103.665584649
7.890044922815456e-27,103.873123288
7.647276437921072e-27,104.081077419
7.408328196699348e-27,104.289447875
7.176908433637228e-27,104.498235489
6.952791461080321e-27,104.707441096
6.735757942995652e-27,104.917065532
6.525594724836672e-27,105.127109638
6.322094680557263e-27,105.337574251
6.125056542453682e-27,105.548460216
5.934284758437331e-27,105.759768374
5.7495893327817796e-27,105.971499571
5.5659641323070206e-27,106.183654655
5.387651666113969e-27,106.396234473
5.215234796111198e-27,106.609239876
5.048527116170005e-27,106.822671717
4.887347775096182e-27,107.036530848
4.731521318290574e-27,107.250818125
4.58087753898897e-27,107.465534406
4.435251332384936e-27,107.68068055
4.29448255338792e-27,107.896257416
4.155996430570355e-27,108.112265867
4.020073739864842e-27,108.328706767
3.888871511314452e-27,108.545580983
3.762232116276728e-27,108.762889381
3.640002901949645e-27,108.980632831
3.5220360464053866e-27,109.198812203
3.408188413088786e-27,109.417428371
3.298321414161739e-27,109.636482208
3.192300871913636e-27,109.855974592
3.0884773173754287e-27,110.075906399
2.9855797795370428e-27,110.296278511
2.8864667379790288e-27,110.517091808
2.7910034550726384e-27,110.738347173
2.6990597469754225e-27,110.960045492
2.6105098399097952e-27,111.182187651
2.5252322282129104e-27,111.404774539
2.4431095386634076e-27,111.627807046
2.3640283973174375e-27,111.851286065
2.2878793024794123e-27,112.075212488
2.214556497680097e-27,112.299587213
2.1439578532604413e-27,112.524411137
2.075984748399592e-27,112.749685158
2.01054195655999e-27,112.975410178
1.9475375362196615e-27,113.2015871
1.886882723956189e-27,113.428216828
1.8284918300332313e-27,113.65530027
1.772282139508835e-27,113.882838332
1.7166287168260314e-27,114.110831927
1.6615568257320085e-27,114.339281964
1.6086810496855685e-27,114.568189359
1.5579151620345457e-27,114.797555027
1.5091761707724128e-27,115.027379886
1.4623842041207318e-27,115.257664854
1.4174623986660714e-27,115.488410852
1.3743367917488888e-27,115.719618805
1.3329362187332216e-27,115.951289636
1.293192211326322e-27,116.183424273
1.2550389016913547e-27,116.416023643
1.2184129277430117e-27,116.649088678
1.1832533436374076e-27,116.882620309
1.1495015315537314e-27,117.116619471
1.1171011178646951e-27,117.351087099
1.0859978910135532e-27,117.586024132
1.0561397233159887e-27,117.821431509
