flux,lam
1.6373555297078706e-28,100.0
1.6308191889986236e-28,100.200200133
1.624308941396548e-28,100.400801068
1.6178246828154832e-28,100.601803605
1.6113663094427712e-28,100.80320855
1.60493371796438e-28,101.005016708
1.5985268054344963e-28,101.207228887
1.5921454694008928e-28,101.409845894
1.585789607713655e-28,101.612868541
1.579459118712975e-28,101.816297639
1.5731539010709752e-28,102.020134003
1.566873853945667e-28,102.224378447
1.5606188768246501e-28,102.429031789
1.5543888696469382e-28,102.634094847
1.5481837327096325e-28,102.839568442
1.542003366757449e-28,103.045453395
1.535847672860746e-28,103.251750531
1.5297165525935788e-28,103.458460673
1.5236099078232118e-28,103.665584649
1.5175276408284872e-28,103.873123288
1.5114696543268208e-28,104.081077419
1.5054358513558093e-28,104.289447875
1.499426135388599e-28,104.498235489
1.4934404102739413e-28,104.707441096
1.4874785802633923e-28,104.917065532
1.4815405498965643e-28,105.127109638
1.475626224254657e-28,105.337574251
1.469735508620056e-28,105.548460216
1.4638683088123963e-28,105.759768374
1.4580245309347587e-28,105.971499571
1.4522040814570647e-28,106.183654655
1.4464068672964846e-28,106.396234473
1.4406327956787064e-28,106.609239876
1.4348817741921457e-28,106.822671717
1.4291537108669064e-28,107.036530848
1.4234485140385038e-28,107.250818125
1.4177660924010973e-28,107.465534406
1.4121063550325678e-28,107.68068055
1.4064692114186544e-28,107.896257416
1.4008545713465913e-28,108.112265867
1.3952623449828161e-28,108.328706767
1.3896924428198402e-28,108.545580983
1.3841447757776915e-28,108.762889381
1.3786192550739796e-28,108.980632831
1.3731157923248879e-28,109.198812203
1.367634299442535e-28,109.417428371
1.3621746887595932e-28,109.636482208
1.3567368728777172e-28,109.855974592
1.3513207648405117e-28,110.075906399
1.3459262779342106e-28,110.296278511
1.340553325883564e-28,110.517091808
1.3352018227272223e-28,110.738347173
1.3298716828173479e-28,110.960045492
1.3245628208906975e-28,111.182187651
1.319275151995016e-28,111.404774539
1.3140085915357202e-28,111.627807046
1.3087630552272745e-28,111.851286065
1.3035384591858264e-28,112.075212488
1.2983347197641433e-28,112.299587213
1.2931517537141749e-28,112.524411137
1.2879894781381694e-28,112.749685158
1.2828478104187593e-28,112.975410178
1.2777266682869477e-28,113.2015871
1.272625969820322e-28,113.428216828
1.2675456333743687e-28,113.65530027
1.2624855777157392e-28,113.882838332
1.2574457218201406e-28,114.110831927
1.252425985115532e-28,114.339281964
1.2474262872375365e-28,114.568189359
1.2424465482047993e-28,114.797555027
1.2374866883298698e-28,115.027379886
1.2325466282829246e-28,115.257664854
1.2276262890256183e-28,115.488410852
1.2227255917895098e-28,115.719618805
1.2178444582022827e-28,115.951289636
1.2129828101379715e-28,116.183424273
1.2081405698423003e-28,116.416023643
1.2033176598059473e-28,116.649088678
1.198514002888377e-28,116.882620309
1.1937295222129875e-28,117.116619471
1.1889641412483217e-28,117.351087099
1.184217783725206e-28,117.586024132
1.179490373716985e-28,117.821431509
1.1747818355775388e-28,118.057310172
1.1700920939606037e-28,118.293661065
1.1654210738580338e-28,118.530485132
1.1607687005193744e-28,118.767783321
1.1561348994908402e-28,119.005556582
1.1515195966528805e-28,119.243805865
1.1469227181603685e-28,119.482532123
1.1423441904421283e-28,119.721736312
1.1377839402573638e-28,119.961419388
1.1332418946368958e-28,120.20158231
1.1287179809201733e-28,120.442226038
1.1242121267164014e-28,120.683351535
1.1197242599225777e-28,120.924959766
1.1152543087592664e-28,121.167051696
1.1108022016586622e-28,121.409628296
1.106367867447639e-28,121.652690533
1.101951235126473e-28,121.896239382
1.0975522340507936e-28,122.140275816
1.093170793839059e-28,122.384800811
1.0888068443720707e-28,122.629815346
1.0844603158454295e-28,122.8753204
1.0801311387148116e-28,123.121316955
1.075819243695474e-28,123.367805996
1.0715245618137657e-28,123.614788508
1.0672470243533635e-28,123.862265479
1.0629865628547766e-28,124.1102379
1.0587431091659234e-28,124.358706762
1.0545165953893152e-28,124.607673059
1.0503069539152051e-28,124.857137786
1.046114117353179e-28,125.107101943
1.041938018649018e-28,125.357566528
1.0377785909825463e-28,125.608532543
1.0336357677840508e-28,125.860000993
1.029509482782752e-28,126.111972883
1.0253996699561315e-28,126.364449221
1.0213062635455576e-28,126.617431017
1.0172291980713238e-28,126.870919282
1.0131684082674157e-28,127.124915032
1.0091238291770218e-28,127.379419282
1.0050953961028613e-28,127.634433049
1.00108304457489e-28,127.889957354
9.970867103969449e-29,128.145993219
9.931063296143497e-29,128.402541669
9.891418385749021e-29,128.659603728
9.851931738042379e-29,128.917180427
9.812602721590776e-29,129.175272794
9.773430707031484e-29,129.433881862
9.734415067376041e-29,129.693008667
9.695555178751057e-29,129.952654243
9.656850419184012e-29,130.21281963
9.618300169348647e-29,130.473505869
9.579903812697376e-29,130.734714001
9.541660734568806e-29,130.996445073
9.503570323209315e-29,131.258700131
9.465631969174598e-29,131.521480224
9.427845065467499e-29,131.784786403
9.390209007528521e-29,132.048619721
9.352723193084902e-29,132.312981234
9.315387022426419e-29,132.577871999
9.278199898251994e-29,132.843293075
9.24116122538253e-29,133.109245525
9.204270411311935e-29,133.375730412
9.167526865640549e-29,133.642748803
9.13093000075591e-29,133.910301764
9.094479230883653e-29,134.178390367
9.058173972983952e-29,134.447015683
9.022013645958502e-29,134.716178788
8.985997671330033e-29,134.985880758
8.950125472949405e-29,135.256122671
8.914396476723286e-29,135.526905609
8.878810111005035e-29,135.798230655
8.843365806451478e-29,136.070098894
8.808062996014073e-29,136.342511413
8.772901114672171e-29,136.615469303
8.737879599943155e-29,136.888973655
8.702997893358173e-29,137.163025563
8.668255436223611e-29,137.437626123
8.633651671302377e-29,137.712776434
8.599186045009594e-29,137.988477596
8.564858005869242e-29,138.264730712
8.530667004633818e-29,138.541536887
8.496612494151151e-29,138.818897229
8.462693929725606e-29,139.096812846
8.428910768495752e-29,139.375284851
8.395262470038461e-29,139.654314357
8.36174849587426e-29,139.933902481
8.328368485545612e-29,140.214050341
8.29512178253677e-29,140.494759056
8.262007800166244e-29,140.776029751
8.229026008623804e-29,141.057863551
8.196175880359075e-29,141.340261582
8.163456889723806e-29,141.623224974
8.130868513199007e-29,141.906754859
8.098410229271989e-29,142.190852372
8.066081518771901e-29,142.475518648
8.033881864401962e-29,142.760754826
8.001816443046206e-29,143.046562048
7.969908296503228e-29,143.332941456
7.938127616360705e-29,143.619894196
7.906473895171936e-29,143.907421416
7.874946627675152e-29,144.195524265
7.84354531034679e-29,144.484203897
7.81226944194264e-29,144.773461466
7.781118523161569e-29,145.063298129
7.750092056640037e-29,145.353715046
7.719189547264803e-29,145.644713377
7.688410501526814e-29,145.936294288
7.657754428362645e-29,146.228458943
7.627220838197644e-29,146.521208513
7.596809243780317e-29,146.814544168
7.567450920810611e-29,147.108467081
7.539829882907429e-29,147.402978429
7.512366821124776e-29,147.698079388
7.485069860757027e-29,147.99377114
7.457948602953916e-29,148.290054867
7.431014382214907e-29,148.586931755
7.404280570285364e-29,148.884402991
7.377762933668523e-29,149.182469764
7.351480054685938e-29,149.481133268
7.325453828562907e-29,149.780394696
7.299710048298469e-29,150.080255246
7.274279095377545e-29,150.380716117
7.249196753998277e-29,150.681778511
7.224505172111567e-29,150.983443633
7.379726969309823e-29,151.285712688
7.55025922400423e-29,151.588586887
7.726095202468124e-29,151.89206744
7.907557382465799e-29,152.196155562
8.095015699579326e-29,152.500852468
8.288897702138859e-29,152.806159378
8.489701057175653e-29,153.112077513
8.698008975826094e-29,153.418608097
8.914509245851791e-29,153.725752355
9.140017738414077e-29,154.033511516
9.375507452195649e-29,154.341886812
9.622144423569025e-29,154.650879475
9.881332160720615e-29,154.960490742
1.2304548072772798e-28,155.270721851
