flux,lam
2.1871740677706814e-09,100.0
2.502088001238439e-09,100.200200133
2.8631774140399463e-09,100.400801068
3.2773538915009207e-09,100.601803605
3.752597662005162e-09,100.80320855
4.29813670499636e-09,101.005016708
4.924663740316403e-09,101.207228887
5.64460374699064e-09,101.409845894
6.472451383305353e-09,101.612868541
7.4252084724945446e-09,101.816297639
8.381426873169071e-09,102.020134003
8.121095779641275e-09,102.224378447
7.8684894121714e-09,102.429031789
7.623385780367319e-09,102.634094847
7.385569398103131e-09,102.839568442
7.154831065281459e-09,103.045453395
6.930967651825415e-09,103.251750531
6.713781902549762e-09,103.458460673
6.5030822368948826e-09,103.665584649
6.298682569248892e-09,103.873123288
6.302686846442375e-09,104.081077419
6.6383077615774425e-09,104.289447875
6.993246982013155e-09,104.498235489
7.368507701162825e-09,104.707441096
7.765180835795328e-09,104.917065532
8.184444422944326e-09,105.127109638
8.62756432160029e-09,105.337574251
9.095896063080202e-09,105.548460216
9.590887593306139e-09,105.759768374
1.0114082878751305e-08,105.971499571
1.0918107622688654e-08,106.183654655
1.1830658742412836e-08,106.396234473
1.2821645182295188e-08,106.609239876
1.389799013593075e-08,106.822671717
1.50672435459537e-08,107.036530848
1.6337640261520312e-08,107.250818125
1.771816368152029e-08,107.465534406
1.9218615453907938e-08,107.68068055
2.08496918146713e-08,107.896257416
2.2496738002590292e-08,108.112265867
2.4152230435335797e-08,108.328706767
2.5933441387625884e-08,108.545580983
2.7850205588418264e-08,108.762889381
2.9913149086815255e-08,108.980632831
3.213375461152612e-08,109.198812203
3.452443254787593e-08,109.417428371
3.709859784956124e-08,109.636482208
3.987075361921986e-08,109.855974592
4.063192271768219e-08,110.075906399
3.7418560773362877e-08,110.296278511
3.445392934529789e-08,110.517091808
3.1719204366129085e-08,110.738347173
2.9196953029282175e-08,110.960045492
2.6871033532123912e-08,111.182187651
2.4726501789324143e-08,111.404774539
2.274952476444793e-08,111.627807046
2.0927299872776216e-08,111.851286065
1.924798012824878e-08,112.075212488
1.770060450448137e-08,112.299587213
1.6275033341823474e-08,112.524411137
1.496188827661713e-08,112.749685158
1.3752496450613988e-08,112.975410178
1.2638838738192879e-08,113.2015871
1.161350165756567e-08,113.428216828
1.0669632717630744e-08,113.65530027
9.800899010669828e-09,113.882838332
9.525677917827772e-09,114.110831927
9.829789074706764e-09,114.339281964
1.0144328645604517e-08,114.568189359
1.0469677150260343e-08,114.797555027
1.0806229783614367e-08,115.027379886
1.115439700629343e-08,115.257664854
1.151460516898839e-08,115.488410852
1.1887297160793255e-08,115.719618805
1.2272933073581721e-08,115.951289636
1.2671990915909714e-08,116.183424273
1.308496733578693e-08,116.416023643
1.3512378395136134e-08,116.649088678
1.3954760356037954e-08,116.882620309
1.4412670520899328e-08,117.116619471
1.4886688091770245e-08,117.351087099
1.5377415082453326e-08,117.586024132
1.588547725374595e-08,117.821431509
1.641021631190484e-08,118.057310172
1.6949307000345653e-08,118.293661065
1.7507380389777075e-08,118.530485132
1.8085146644557936e-08,118.767783321
1.8683343972687743e-08,119.005556582
1.9302739783527278e-08,119.243805865
1.994413190856446e-08,119.482532123
2.0608349867987755e-08,119.721736312
2.1296256183674287e-08,119.961419388
2.200874776615557e-08,120.20158231
2.2746757347971882e-08,120.442226038
2.351125499166214e-08,120.683351535
2.430324965487137e-08,120.924959766
2.489067423376169e-08,121.167051696
2.5386975958375696e-08,121.409628296
2.589440442284739e-08,121.652690533
2.6413233269481614e-08,121.896239382
2.6943743406910257e-08,122.140275816
2.748622322736258e-08,122.384800811
2.804096882009376e-08,122.629815346
2.8608284184270166e-08,122.8753204
2.9188481461951316e-08,123.121316955
2.9781881171512654e-08,123.367805996
3.038881244072331e-08,123.614788508
